,unique_identifier,PaperId,Doi
2869,10.1177/0891988718787071,2883900216,10.1177/0891988718787071
2870,10.1177/0956797617735807,2775922218,10.1177/0956797617735807
2871,10.1177/0972150917692223,2611359253,10.1177/0972150917692223
2872,10.1177/097265270600500204,2076529036,10.1177/097265270600500204
2873,10.1177/101053950701900302,2012114910,10.1177/101053950701900302
2874,10.1177/1044207307311304,2104302434,10.1177/1044207307311304
2875,10.1177/1049731509358086,2051895707,10.1177/1049731509358086
2876,10.1177/1053825915578913,1972319519,10.1177/1053825915578913
2877,10.1177/1077801216648795,2397164596,10.1177/1077801216648795
2878,10.1177/1090198117728761,2753170273,10.1177/1090198117728761
2879,10.1177/1098611107313942,1983640102,10.1177/1098611107313942
2880,10.1177/1098611110384085,2096536501,10.1177/1098611110384085
2881,10.1177/1391561415598454,7370429,10.1177/1391561415598454
2882,10.1177/1470320313515037,1968908727,10.1177/1470320313515037
2883,10.1177/147470490400200121,2142020946,10.1177/147470490400200121
2884,10.1177/1557085105285971,1994403367,10.1177/1557085105285971
2885,10.1177/1559827608317287,2057032637,10.1177/1559827608317287
2886,10.1177/1747493016677988,2548430463,10.1177/1747493016677988
2887,10.1177/1755088213507189,2469507082,10.1177/1755088213507189
2888,10.1177/1756283X16668309,2525887828,10.1177/1756283X16668309
2889,10.1177/1756284818769075,2802065432,10.1177/1756284818769075
2890,10.1177/1759091415608204,2228086317,10.1177/1759091415608204
2891,10.1177/2050312118781936,2809399565,10.1177/2050312118781936
2892,10.1177/2053168014544586,2048986542,10.1177/2053168014544586
2893,10.1177/2158244014561213,2151980637,10.1177/2158244014561213
2894,10.1177/2158244017725130,2751824643,10.1177/2158244017725130
2895,10.2190/PM.38.3.g,2048946716,10.2190/PM.38.3.g
2896,10.3102/0013189X17741303,2772030312,10.3102/0013189X17741303
2897,bbk-233,,
2898,10.1002/pmj.20269,2019572856,10.1002/pmj.20269
2899,10.1016/j.jala.2009.04.002,2124971698,10.1016/j.jala.2009.04.002
2900,10.1111/j.1467-856x.2007.00270.x,,
2901,10.1177/000312240707200302,2097479763,10.1177/000312240707200302
2902,10.1177/0011128707306122,2115905621,10.1177/0011128707306122
2903,10.1177/0016986214559639,2131115324,10.1177/0016986214559639
2904,10.1177/0017896912464606,,
2905,10.1177/0022146513520432,2130290967,10.1177/0022146513520432
2906,10.1177/0022427810365678,2148699305,10.1177/0022427810365678
2907,10.1177/0032885506299046,2116896471,10.1177/0032885506299046
2908,10.1177/0049124106286331,2086058415,10.1177/0049124106286331
2909,10.1177/0092055X13507782,2008607375,10.1177/0092055X13507782
2910,10.1177/0146167208321595,2004618026,10.1177/0146167208321595
2911,10.1177/0164027514527974,2091564790,10.1177/0164027514527974
2912,10.1177/0261018306065611,2055338491,10.1177/0261018306065611
2913,10.1177/0269881105058678,2064095736,10.1177/0269881105058678
2914,10.1177/0308518X15614844,2258461906,10.1177/0308518X15614844
2915,10.1177/0734282916669910,2525622194,10.1177/0734282916669910
2916,10.1177/0896920510378774,2053056626,10.1177/0896920510378774
2917,10.1177/0956797616645096,2346187164,10.1177/0956797616645096
2918,10.1177/1043986208329771,1994451323,10.1177/1043986208329771
2919,10.1177/1049732314568323,2128546952,10.1177/1049732314568323
2920,10.1177/1057567712443965,2002613068,10.1177/1057567712443965
2921,10.1177/1077800411421472,1974972253,10.1177/1077800411421472
2922,10.1177/1088767914528907,2123558080,10.1177/1088767914528907
2923,10.1177/1090198111419655,2109206914,10.1177/1090198111419655
2924,10.1177/1358863X17702727,2624457834,10.1177/1358863X17702727
2925,10.1177/1362168814541737,2160791974,10.1177/1362168814541737
2926,10.1177/1462474517737273,2776542245,10.1177/1462474517737273
2927,10.1177/1535370213498982,2039343526,10.1177/1535370213498982
2928,10.1177/1548512911403520,2057718786,10.1177/1548512911403520
2929,10.1177/1557988312460885,2164060155,10.1177/1557988312460885
2930,10.1177/2047487313506829,2100441999,10.1177/2047487313506829
2931,10.1177/2050157918776684,2871566097,10.1177/2050157918776684
2932,10.1177/2153368717691800,2587280642,10.1177/2153368717691800
2933,10.1177/2156869314549675,2120684583,10.1177/2156869314549675
2934,10.1177/2158244013503165,2105768855,10.1177/2158244013503165
2935,10.1177/2158244016644482,2336130206,10.1177/2158244016644482
2936,10.1177/2158244016658503,2499330670,10.1177/2158244016658503
2937,10.1177/2158244017712773,2641924399,10.1177/2158244017712773
2938,10.1177/2325957417729750,2755663364,10.1177/2325957417729750
2939,10.1177/2329496515603728,2173287784,10.1177/2329496515603728
2940,10.1177/2372732216657565,2507648199,10.1177/2372732216657565
2941,10.1177/2394964316630403,2303951482,10.1177/2394964316630403
2942,10.1243/09544062JMES1202,2061087386,10.1243/09544062JMES1202
2943,10.1243/0954408011530271,2063793399,10.1243/0954408011530271
2944,10.1350/ijps.2008.10.2.74,2146380498,10.1350/ijps.2008.10.2.74
2945,10.1350/ijps.2011.13.4.232,2329159111,10.1350/ijps.2011.13.4.232
2946,10.2217/WHE.11.94,,
2947,10.3102/0002831210387916,2128169318,10.3102/0002831210387916
2948,bbk-117,,
2949,bbk-149,,
2950,10.1042/AN20090026,2148341361,10.1042/AN20090026
2951,10.1111/1467-954X.12040,2130180720,10.1111/1467-954X.12040
2952,10.1111/j.1467-9531.2006.00182.x,2104490917,10.1111/j.1467-9531.2006.00182.x
2953,10.1177/0002716211422038,2116418246,10.1177/0002716211422038
2954,10.1177/0002716213508913,2134873769,10.1177/0002716213508913
2955,10.1177/0002716217714180,2657455662,10.1177/0002716217714180
2956,10.1177/0009922814539068,2097041807,10.1177/0009922814539068
2957,10.1177/0011128711398023,2166649554,10.1177/0011128711398023
2958,10.1177/0011128718779569,2809825566,10.1177/0011128718779569
2959,10.1177/0013164410387351,2082494418,10.1177/0013164410387351
2960,10.1177/0017896917714288,2766455431,10.1177/0017896917714288
2961,10.1177/0032885517711979,2622615842,10.1177/0032885517711979
2962,10.1177/0038038517706325,2618763216,10.1177/0038038517706325
2963,10.1177/0046958016667597,2520858527,10.1177/0046958016667597
2964,10.1177/0046958017727107,2748589080,10.1177/0046958017727107
2965,10.1177/0046958017751292,2785034424,10.1177/0046958017751292
2966,10.1177/0098628312475027,2118815369,10.1177/0098628312475027
2967,10.1177/0743558401164006,2135266274,10.1177/0743558401164006
2968,10.1177/0884533610373771,2009914550,10.1177/0884533610373771
2969,10.1177/0886260516640544,2313289162,10.1177/0886260516640544
2970,10.1177/0887403416664115,2508278497,10.1177/0887403416664115
2971,10.1177/0956247810363527,2121976947,10.1177/0956247810363527
2972,10.1177/0958928718804932,2898589991,10.1177/0958928718804932
2973,10.1177/1088767902006003004,2150740940,10.1177/1088767902006003004
2974,10.1177/13591053030083003,2125659831,10.1177/13591053030083003
2975,10.1177/1468794117710323,2615814554,10.1177/1468794117710323
2976,10.1177/1471301212474140,2326278920,10.1177/1471301212474140
2977,10.1177/1478929918757135,2788298742,10.1177/1478929918757135
2978,10.1177/1541204011423767,2318097171,10.1177/1541204011423767
2979,10.1177/1541204014557648,1988655509,10.1177/1541204014557648
2980,10.1177/1541204016631805,2317711892,10.1177/1541204016631805
2981,10.1177/1933719113508815,2143603540,10.1177/1933719113508815
2982,10.1177/2047487313517576,2127506952,10.1177/2047487313517576
2983,10.1177/2048872617748550,2779109036,10.1177/2048872617748550
2984,10.1177/2050157915576046,2041490473,10.1177/2050157915576046
2985,10.1177/2053168016679364,2546667537,10.1177/2053168016679364
2986,10.1177/2055102916652390,2466223074,10.1177/2055102916652390
2987,10.1177/2158244013490700,2171534866,10.1177/2158244013490700
2988,10.1177/2158244014534246,2316523257,10.1177/2158244014534246
2989,10.1177/2158244015580972,2123855568,10.1177/2158244015580972
2990,10.1177/2158244017691078,2583183906,10.1177/2158244017691078
2991,10.1345/aph.1L321,2123702849,10.1345/aph.1L321
2992,10.1509/jppm.16.215,2792652200,10.1509/jppm.16.215
2993,10.3366/jipt.2011.0012,2074042290,10.3366/jipt.2011.0012
2994,10.1042/AN20110009,2070376084,10.1042/AN20110009
2995,10.1097/HJR.0b013e328336a124,2171969831,10.1097/HJR.0b013e328336a124
2996,10.1177/0002716208324625,1982158179,10.1177/0002716208324625
2997,10.1177/0017896913501667,2131431613,10.1177/0017896913501667
2998,10.1177/0042085911400326,2102884849,10.1177/0042085911400326
2999,10.1177/0093854810374919,2152937294,10.1177/0093854810374919
3000,10.1177/0164027505281579,1999570138,10.1177/0164027505281579
3001,10.1177/0192513X13500963,2169664199,10.1177/0192513X13500963
3002,10.1177/0192513X16686132,2608017760,10.1177/0192513X16686132
3003,10.1177/026101830102100405,2135484935,10.1177/026101830102100405
3004,10.1177/0261018307081812,2083149647,10.1177/0261018307081812
3005,10.1177/0261018312444405,2115123739,10.1177/0261018312444405
3006,10.1177/0267658317697786,2598163779,10.1177/0267658317697786
3007,10.1177/0272989X11415112,1994425954,10.1177/0272989X11415112
3008,10.1177/0300060513517486,2098049594,10.1177/0300060513517486
3009,10.1177/0300060515577846,2116376711,10.1177/0300060515577846
3010,10.1177/0300060515603884,2341870164,10.1177/0300060515603884
3011,10.1177/0300060516645421,2406619659,10.1177/0300060516645421
3012,10.1177/0306624X12465411,2130530900,10.1177/0306624X12465411
3013,10.1177/0734242X05059802,1997758860,10.1177/0734242X05059802
3014,10.1177/0734282908330586,2096006407,10.1177/0734282908330586
3015,10.1177/0741932508321010,2160942912,10.1177/0741932508321010
3016,10.1177/0886109912443884,1968901944,10.1177/0886109912443884
3017,10.1177/0907568214539711,2115040879,10.1177/0907568214539711
3018,10.1177/1043659617736883,2791278695,10.1177/1043659617736883
3019,10.1177/1059712309103566,2013581928,10.1177/1059712309103566
3020,10.1177/1077801214535105,2128819930,10.1177/1077801214535105
3021,10.1177/1078390307307830,2155190201,10.1177/1078390307307830
3022,10.1177/1079063216681562,2754210353,10.1177/1079063216681562
3023,10.1177/1350650118772149,2799404646,10.1177/1350650118772149
3024,10.1177/1460408617720948,2741894122,10.1177/1460408617720948
3025,10.1177/1474704916630314,2257385635,10.1177/1474704916630314
3026,10.1177/153537020523000401,1901765431,10.1177/153537020523000401
3027,10.1177/1557988309337619,2118115542,10.1177/1557988309337619
3028,10.1177/1748895816656905,2475259722,10.1177/1748895816656905
3029,10.1177/2041669517717755,2734971092,10.1177/2041669517717755
3030,10.1177/2158244013486656,2104390945,10.1177/2158244013486656
3031,10.1177/2158244014537083,2169154838,10.1177/2158244014537083
3032,10.1177/2158244015586000,2192166455,10.1177/2158244015586000
3033,10.1177/2158244017750433,2784411523,10.1177/2158244017750433
3034,10.1177/2165079916634710,2435209155,10.1177/2165079916634710
3035,10.4137/CMWH.S39636,2529795679,10.4137/CMWH.S39636
3036,bbk-190,,
3037,bbk-231,,
3038,bbk-45,,
3039,10.1068/i0668,2169826302,10.1068/i0668
3040,10.1177/0010414005283216,2165597216,10.1177/0010414005283216
3041,10.1177/002200277201600203,2092256288,10.1177/002200277201600203
3042,10.1177/0022018314564732,2118457180,10.1177/0022018314564732
3043,10.1177/0022343302039001001,2023851275,10.1177/0022343302039001001
3044,10.1177/003804070607900403,2021066358,10.1177/003804070607900403
3045,10.1177/0049124104273069,2035808761,10.1177/0049124104273069
3046,10.1177/0261018312444420,2121787985,10.1177/0261018312444420
3047,10.1177/0272684X17749566,2782314161,10.1177/0272684X17749566
3048,10.1177/0275074005280315,2073040458,10.1177/0275074005280315
3049,10.1177/0300060515569286,2105365150,10.1177/0300060515569286
3050,10.1177/0300060516667132,2549346980,10.1177/0300060516667132
3051,10.1177/0300060517701034,2606403404,10.1177/0300060517701034
3052,10.1177/0300060517706630,2625293221,10.1177/0300060517706630
3053,10.1177/0305735612443868,2109071647,10.1177/0305735612443868
3054,10.1177/0539018415584697,2125733323,10.1177/0539018415584697
3055,10.1177/0731684412456330,1985563755,10.1177/0731684412456330
3056,10.1177/0734242X07078291,2097455507,10.1177/0734242X07078291
3057,10.1177/0887403416650490,2434043135,10.1177/0887403416650490
3058,10.1177/0896920517748498,2792830461,10.1177/0896920517748498
3059,10.1177/0898264311432310,2160117087,10.1177/0898264311432310
3060,10.1177/097492921200400104,1999566038,10.1177/097492921200400104
3061,10.1177/1043659605278944,2142504690,10.1177/1043659605278944
3062,10.1177/1059840514554089,2140060348,10.1177/1059840514554089
3063,10.1177/107755870005700301,2072293507,10.1177/107755870005700301
3064,10.1177/107808747901400401,1978952616,10.1177/107808747901400401
3065,10.1177/1359105307076238,2159768175,10.1177/1359105307076238
3066,10.1177/1359105309103575,2072336741,10.1177/1359105309103575
3067,10.1177/1367549410389928,2113942987,10.1177/1367549410389928
3068,10.1177/1470320312465220,2152292003,10.1177/1470320312465220
3069,10.1177/147470491401200502,2123829626,10.1177/147470491401200502
3070,10.1177/1524838005277440,2161350247,10.1177/1524838005277440
3071,10.1177/1532673X00028003005,1988723765,10.1177/1532673X00028003005
3072,10.1177/1742766517704674,2613965004,10.1177/1742766517704674
3073,10.1177/1753193409103244,2036741828,10.1177/1753193409103244
3074,10.1177/1933719116670516,2524147433,10.1177/1933719116670516
3075,10.1177/2158244013511830,2131645360,10.1177/2158244013511830
3076,10.1177/2158244013512134,2129669747,10.1177/2158244013512134
3077,10.1177/2158244013518056,2143675970,10.1177/2158244013518056
3078,10.1177/2158244014564352,2113128724,10.1177/2158244014564352
3079,10.1177/2158244015577418,2183292384,10.1177/2158244015577418
3080,10.1177/2158244015621115,2336115354,10.1177/2158244015621115
3081,10.1177/2158244017710294,2622296747,10.1177/2158244017710294
3082,10.2190/N03F-3F84-7HC0-XR1G,2146153416,10.2190/N03F-3F84-7HC0-XR1G
3083,bbk-237,,
3084,10.1068/c1310j,2087341478,10.1068/c1310j
3085,10.1177/000348941212100403,2084174980,10.1177/000348941212100403
3086,10.1177/000494418803200204,1985834577,10.1177/000494418803200204
3087,10.1177/0007650310362254,2101681627,10.1177/0007650310362254
3088,10.1177/0011128713482415,2054621718,10.1177/0011128713482415
3089,10.1177/001698620104500403,2115443804,10.1177/001698620104500403
3090,10.1177/002199801772662208,2085459854,10.1177/002199801772662208
3091,10.1177/0021998312473346,2169843009,10.1177/0021998312473346
3092,10.1177/002200277501900404,2000341208,10.1177/002200277501900404
3093,10.1177/0022146514521214,2152783528,10.1177/0022146514521214
3094,10.1177/002234337901600305,1968587696,10.1177/002234337901600305
3095,10.1177/0022427808317575,2108018073,10.1177/0022427808317575
3096,10.1177/0022427813484316,2171366744,10.1177/0022427813484316
3097,10.1177/0040573613484754,2169689222,10.1177/0040573613484754
3098,10.1177/0047281617696984,2594962605,10.1177/0047281617696984
3099,10.1177/0049085713493041,1978996304,10.1177/0049085713493041
3100,10.1177/0049124117729692,2770125142,10.1177/0049124117729692
3101,10.1177/0093854818790299,2888709797,10.1177/0093854818790299
3102,10.1177/0095798417747142,2775887969,10.1177/0095798417747142
3103,10.1177/0149206309352246,2153582874,10.1177/0149206309352246
3104,10.1177/0190272510379751,2137926484,10.1177/0190272510379751
3105,10.1177/0263276415592037,2102374454,10.1177/0263276415592037
3106,10.1177/0266242608096089,2147937830,10.1177/0266242608096089
3107,10.1177/0272431611414061,2122173294,10.1177/0272431611414061
3108,10.1177/0300060515583076,1943484987,10.1177/0300060515583076
3109,10.1177/0306624X03262513,2146837489,10.1177/0306624X03262513
3110,10.1177/0306624X17741593,2773246082,10.1177/0306624X17741593
3111,10.1177/0308518X17741316,2769084958,10.1177/0308518X17741316
3112,10.1177/0733464812454010,2122743675,10.1177/0733464812454010
3113,10.1177/0886260512455870,2134471901,10.1177/0886260512455870
3114,10.1177/0897190014562349,2099388109,10.1177/0897190014562349
3115,10.1177/0963947006066128,2137674980,10.1177/0963947006066128
3116,10.1177/0969733013500163,2116088485,10.1177/0969733013500163
3117,10.1177/102490790301000402,2772689214,10.1177/102490790301000402
3118,10.1177/1053815115572149,2157394744,10.1177/1053815115572149
3119,10.1177/1077801207312396,2102228310,10.1177/1077801207312396
3120,10.1177/1078345812458088,2329129300,10.1177/1078345812458088
3121,10.1177/1095796013483278,2319073619,10.1177/1095796013483278
3122,10.1177/1097184X09331752,2134174310,10.1177/1097184X09331752
3123,10.1177/1098611115626409,2374264476,10.1177/1098611115626409
3124,10.1177/1359105304036106,1987754161,10.1177/1359105304036106
3125,10.1177/1469540515586869,2336879540,10.1177/1469540515586869
3126,10.1177/1470320316670444,2527393471,10.1177/1470320316670444
3127,10.1177/1474704916659483,2466690825,10.1177/1474704916659483
3128,10.1177/1477370814538777,2107328663,10.1177/1477370814538777
3129,10.1177/1477370815579951,2169843262,10.1177/1477370815579951
3130,10.1177/1527154409344627,1989277862,10.1177/1527154409344627
3131,10.1177/1536504214545752,,
3132,10.1177/1541204004265878,2037630382,10.1177/1541204004265878
3133,10.1177/1541204018796910,2891840220,10.1177/1541204018796910
3134,10.1177/1740774518760300,2793538287,10.1177/1740774518760300
3135,10.1177/1747493015626151,2301176082,10.1177/1747493015626151
3136,10.1177/1756283X10378925,2119153485,10.1177/1756283X10378925
3137,10.1177/2041669517690163,2583734288,10.1177/2041669517690163
3138,10.1177/2053951714532241,2101765550,10.1177/2053951714532241
3139,10.1177/2057150X17736664,2770403452,10.1177/2057150X17736664
3140,10.1177/2153368710396381,2313144128,10.1177/2153368710396381
3141,10.1177/2158244014551712,2169124926,10.1177/2158244014551712
3142,10.1177/2158244015569669,2110347560,10.1177/2158244015569669
3143,10.1177/2158244016659528,2470158182,10.1177/2158244016659528
3144,10.1255/jnirs.1209,2343541729,10.1255/jnirs.1209
3145,10.1350/ijps.2012.14.1.237,2121552302,10.1350/ijps.2012.14.1.237
3146,10.3102/00028312042002371,2122081458,10.3102/00028312042002371
3147,10.3102/0002831207302498,2122766050,10.3102/0002831207302498
3148,10.3102/0013189X12474064,2128377215,10.3102/0013189X12474064
3149,bbk-25,,
3150,10.1177/0020764013501485,2164317603,10.1177/0020764013501485
3151,10.1177/003804070908200203,2087972716,10.1177/003804070908200203
3152,10.1177/0044118X10379736,2102673956,10.1177/0044118X10379736
3153,10.1177/009145091103800102,2075651776,10.1177/009145091103800102
3154,10.1177/0093854816628905,2319949921,10.1177/0093854816628905
3155,10.1177/0143831X17735181,2770177921,10.1177/0143831X17735181
3156,10.1177/0148607115593791,2146630008,10.1177/0148607115593791
3157,10.1177/0193841X03254347,2002590029,10.1177/0193841X03254347
3158,10.1177/0268580906067791,2054572450,10.1177/0268580906067791
3159,10.1177/0272989X10394462,2121863782,10.1177/0272989X10394462
3160,10.1177/0273475304265634,2010540263,10.1177/0273475304265634
3161,10.1177/0300060515593765,2292076709,10.1177/0300060515593765
3162,10.1177/0739986303025002002,1976010404,10.1177/0739986303025002002
3163,10.1177/0844562116684729,2569885247,10.1177/0844562116684729
3164,10.1177/0886260508317180,1964667306,10.1177/0886260508317180
3165,10.1177/0951484815607542,2256354786,10.1177/0951484815607542
3166,10.1177/0956797611431463,2136595783,10.1177/0956797611431463
3167,10.1177/0958928716664296,2549907337,10.1177/0958928716664296
3168,10.1177/1049731517700272,2609354263,10.1177/1049731517700272
3169,10.1177/1049732307313615,2142687873,10.1177/1049732307313615
3170,10.1177/1090198104266036,2073237996,10.1177/1090198104266036
3171,10.1177/1359105307076228,2018160951,10.1177/1359105307076228
3172,10.1177/1468017314550748,2004729687,10.1177/1468017314550748
3173,10.1177/1468017315569645,2132151437,10.1177/1468017315569645
3174,10.1177/147470490600400110,2194473270,10.1177/147470490600400110
3175,10.1177/1524500416672188,2538921086,10.1177/1524500416672188
3176,10.1177/1556264615592846,2397507110,10.1177/1556264615592846
3177,10.1177/17423953050010020901,2132983920,10.1177/17423953050010020901
3178,10.1177/1742395311411591,2091631190,10.1177/1742395311411591
3179,10.1177/1756283X16672392,2537546890,10.1177/1756283X16672392
3180,10.1177/2153368714567577,2166123231,10.1177/2153368714567577
3181,10.1177/2158244013512133,2102944235,10.1177/2158244013512133
3182,10.1177/2158244014522072,2127133041,10.1177/2158244014522072
3183,10.1191/1471082X05st092oa,1993276475,10.1191/1471082X05st092oa
3184,10.3102/0013189X17733964,2775313911,10.3102/0013189X17733964
3185,10.3818/JRP.9.1.2007.25,1985189122,10.3818/JRP.9.1.2007.25
3186,10.4137/CMPed.S1127,1557388300,10.4137/CMPed.S1127
3187,bbk-193,,
3188,bbk-204,,
3189,bbk-71,,
3190,10.1007/BF02910814,1989008588,10.1007/BF02910814
3191,10.1042/AN20110063,2151763167,10.1042/AN20110063
3192,10.1080/00048670701392841,1980444817,10.1080/00048670701392841
3193,10.1177/0002716202250807,2150034818,10.1177/0002716202250807
3194,10.1177/0002716208328287,2168201607,10.1177/0002716208328287
3195,10.1177/000312240406900303,2107820467,10.1177/000312240406900303
3196,10.1177/000312240707200105,2152384198,10.1177/000312240707200105
3197,10.1177/0004865813519656,2151070318,10.1177/0004865813519656
3198,10.1177/0004865815620703,2289352838,10.1177/0004865815620703
3199,10.1177/0011128710386202,2105758039,10.1177/0011128710386202
3200,10.1177/0019793917717474,2160539644,10.1177/0019793917717474
3201,10.1177/002204260303300110,2052181650,10.1177/002204260303300110
3202,10.1177/002214650804900105,2092250045,10.1177/002214650804900105
3203,10.1177/0022343399036001005,2139215175,10.1177/0022343399036001005
3204,10.1177/0022427813494843,2124678554,10.1177/0022427813494843
3205,10.1177/0092861511427878,1992801994,10.1177/0092861511427878
3206,10.1177/0093854817715882,2736838428,10.1177/0093854817715882
3207,10.1177/0265659016656906,2486815532,10.1177/0265659016656906
3208,10.1177/0269758014537147,1986604913,10.1177/0269758014537147
3209,10.1177/0300060513518038,2116790050,10.1177/0300060513518038
3210,10.1177/0300060514549218,2148687327,10.1177/0300060514549218
3211,10.1177/0300060517721309,2741354814,10.1177/0300060517721309
3212,10.1177/0363199009337996,2164950811,10.1177/0363199009337996
3213,10.1177/0731684413498434,2120815171,10.1177/0731684413498434
3214,10.1177/0890334418765940,2809288242,10.1177/0890334418765940
3215,10.1177/0894439313485201,2041258976,10.1177/0894439313485201
3216,10.1177/1010539513492819,2316779828,10.1177/1010539513492819
3217,10.1177/101053959100500309,1974180556,10.1177/101053959100500309
3218,10.1177/1043986216665528,2516877534,10.1177/1043986216665528
3219,10.1177/1049732309352855,2125431623,10.1177/1049732309352855
3220,10.1177/1077801211398622,2126868322,10.1177/1077801211398622
3221,10.1177/1078345807301347,2127134906,10.1177/1078345807301347
3222,10.1177/1088357615610539,2343979893,10.1177/1088357615610539
3223,10.1177/1352458513517591,1999406930,10.1177/1352458513517591
3224,10.1177/1359105310378911,2146664845,10.1177/1359105310378911
3225,10.1177/1362361313500381,2167154648,10.1177/1362361313500381
3226,10.1177/1367493512462263,2132005922,10.1177/1367493512462263
3227,10.1177/1464884918794303,2886634214,10.1177/1464884918794303
3228,10.1177/1470320313507622,2140856176,10.1177/1470320313507622
3229,10.1177/147470490800600210,2193364019,10.1177/147470490800600210
3230,10.1177/1525107116675322,2943724984,10.1177/1525107116675322
3231,10.1177/1532440017745522,,
3232,10.1177/1532673X00028001002,2066453422,10.1177/1532673X00028001002
3233,10.1177/1532673X01293011,2013497930,10.1177/1532673X01293011
3234,10.1177/1532673X7300100301,,
3235,10.1177/1542305017708154,2736345530,10.1177/1542305017708154
3236,10.1177/1759091414551782,2087974252,10.1177/1759091414551782
3237,10.1177/1759091416670749,2525481091,10.1177/1759091416670749
3238,10.1177/1933719111424439,1997877434,10.1177/1933719111424439
3239,10.1177/2041669517694184,2589688792,10.1177/2041669517694184
3240,10.1177/2053951715612822,2228397130,10.1177/2053951715612822
3241,10.1177/2053951717745897,2768232131,10.1177/2053951717745897
3242,10.1177/2150131912462036,2045241235,10.1177/2150131912462036
3243,10.1177/2158244016629189,2260825169,10.1177/2158244016629189
3244,10.1177/2158244016634409,2316024084,10.1177/2158244016634409
3245,10.1177/2333392817702760,2613280702,10.1177/2333392817702760
3246,10.1191/1460408604ta315oa,2014942782,10.1191/1460408604ta315oa
3247,10.4137/BII.S31559,2286261512,10.4137/BII.S31559
3248,bbk-141,,
3249,bbk-369,,
3250,10.1038/jcbfm.2013.166,1995298381,10.1038/jcbfm.2013.166
3251,10.1111/j.1471-6402.2008.00437.x,2151823223,10.1111/j.1471-6402.2008.00437.x
3252,10.1177/000312240707200406,2066784166,10.1177/000312240707200406
3253,10.1177/0011128717694595,2596996992,10.1177/0011128717694595
3254,10.1177/0013124512469814,2165907051,10.1177/0013124512469814
3255,10.1177/002200202236168,2029730950,10.1177/002200202236168
3256,10.1177/0022427802239252,2165531907,10.1177/0022427802239252
3257,10.1177/0046958013516590,2151270554,10.1177/0046958013516590
3258,10.1177/0090591715579515,2107918677,10.1177/0090591715579515
3259,10.1177/0091415016641693,2337455586,10.1177/0091415016641693
3260,10.1177/0093650210375953,2114372203,10.1177/0093650210375953
3261,10.1177/0164027505277848,,
3262,10.1177/0164027511409442,2166333452,10.1177/0164027511409442
3263,10.1177/0169796X17710072,2667266972,10.1177/0169796X17710072
3264,10.1177/0193945917697227,2602095598,10.1177/0193945917697227
3265,10.1177/0741932515572912,2079874934,10.1177/0741932515572912
3266,10.1177/0743558411402333,1987798974,10.1177/0743558411402333
3267,10.1177/0886260507313528,2082538416,10.1177/0886260507313528
3268,10.1177/0886260514564066,2032917797,10.1177/0886260514564066
3269,10.1177/0887403408322962,2169570866,10.1177/0887403408322962
3270,10.1177/0891243216683914,2570098221,10.1177/0891243216683914
3271,10.1177/0969776408090417,2118744760,10.1177/0969776408090417
3272,10.1177/1044207308314953,2015497209,10.1177/1044207308314953
3273,10.1177/1049732310395030,2140253772,10.1177/1049732310395030
3274,10.1177/1078345812458085,1989682475,10.1177/1078345812458085
3275,10.1177/1468794112468472,2020978953,10.1177/1468794112468472
3276,10.1177/1470320314539827,2118607170,10.1177/1470320314539827
3277,10.1177/147470490400200105,2168284419,10.1177/147470490400200105
3278,10.1177/1474704916670402,2585690487,10.1177/1474704916670402
3279,10.1177/1474885107083401,2170510486,10.1177/1474885107083401
3280,10.1177/1477750913499494,2091488945,10.1177/1477750913499494
3281,10.1177/1524839907300804,2133730869,10.1177/1524839907300804
3282,10.1177/1527476404270551,2149364353,10.1177/1527476404270551
3283,10.1177/1532673X9001800404,1984075056,10.1177/1532673X9001800404
3284,10.1177/1532673X9402200305,2047889020,10.1177/1532673X9402200305
3285,10.1177/1532673X99027001005,2037620833,10.1177/1532673X99027001005
3286,10.1177/1536504218766549,2795739759,10.1177/1536504218766549
3287,10.1177/1540796917743210,2768458374,10.1177/1540796917743210
3288,10.1177/1541204010388527,1999177939,10.1177/1541204010388527
3289,10.1177/1541204015596052,2155955299,10.1177/1541204015596052
3290,10.1177/1557988316669046,2526628609,10.1177/1557988316669046
3291,10.1177/2055102914561272,2128406380,10.1177/2055102914561272
3292,10.1177/2055102915598088,2126393726,10.1177/2055102915598088
3293,10.1177/2153368714550879,2123030572,10.1177/2153368714550879
3294,10.1177/2158244015575187,2180056906,10.1177/2158244015575187
3295,10.1177/2158244015580852,2009489157,10.1177/2158244015580852
3296,10.1177/2158244016663799,2505327082,10.1177/2158244016663799
3297,10.1177/2158244017745114,2774941356,10.1177/2158244017745114
3298,10.1177/2380084416655745,2474334537,10.1177/2380084416655745
3299,10.1243/09576509JPE603,2085048892,10.1243/09576509JPE603
3300,10.1258/1355819053559056,2002247445,10.1258/1355819053559056
3301,10.1375/acri.43.1.1,2101984061,10.1375/acri.43.1.1
3302,bbk-294,,
3303,unique_identifier,,
3304,10.1042/AN20120008,2060957410,10.1042/AN20120008
3305,10.1068/i0689,2162873841,10.1068/i0689
3306,10.1177/000271627642700111,2129536322,10.1177/000271627642700111
3307,10.1177/0003122415592129,2232936793,10.1177/0003122415592129
3308,10.1177/000348940911801105,,
3309,10.1177/0020872814536419,2100355131,10.1177/0020872814536419
3310,10.1177/0095798499025004004,2061608829,10.1177/0095798499025004004
