unique_identifier,PaperId,Doi
10.1177/0044118X07308070,2056582665,10.1177/0044118X07308070
10.1177/0046958017707873,2617640382,10.1177/0046958017707873
10.1177/0146167216658645,2515188070,10.1177/0146167216658645
10.1177/0164027504266467,2092044179,10.1177/0164027504266467
10.1177/0300060517706283,2613091335,10.1177/0300060517706283
10.1177/0300060517711086,2696822157,10.1177/0300060517711086
10.1177/0886260504268000,2118278400,10.1177/0886260504268000
10.1177/0886260510376496,2146466188,10.1177/0886260510376496
10.1177/0894439302238969,1995497154,10.1177/0894439302238969
10.1177/089826430001200105,2055683158,10.1177/089826430001200105
10.1177/0960327115601762,2266497742,10.1177/0960327115601762
10.1177/0962280215595832,2111972596,10.1177/0962280215595832
10.1177/1043454206296022,2046655208,10.1177/1043454206296022
10.1177/1049732310383865,2165652508,10.1177/1049732310383865
10.1177/1049909117703728,2606059110,10.1177/1049909117703728
10.1177/1053451216644823,2345583031,10.1177/1053451216644823
10.1177/1077558716629039,2338228853,10.1177/1077558716629039
10.1177/1090198117699509,2604970962,10.1177/1090198117699509
10.1177/1098611102250704,1965155529,10.1177/1098611102250704
10.1177/1363459309360784,2025590586,10.1177/1363459309360784
10.1177/1403494809344444,1989148830,10.1177/1403494809344444
10.1177/146045820000600406,2095537564,10.1177/146045820000600406
10.1177/1470320315583777,1499070906,10.1177/1470320315583777
10.1177/147470490900700405,2310824948,10.1177/147470490900700405
10.1177/147470491401200303,2232811338,10.1177/147470491401200303
10.1177/1477370812448032,2036967526,10.1177/1477370812448032
10.1177/1477370818788016,2887817870,10.1177/1477370818788016
10.1177/1740774517716937,"",""
10.1177/1741659017718036,2746904992,10.1177/1741659017718036
10.1177/1757913910391036,2017029687,10.1177/1757913910391036
10.1177/1759091415568913,2134009273,10.1177/1759091415568913
10.1177/2041669517728944,2755230278,10.1177/2041669517728944
10.1177/2042018815592803,2142257413,10.1177/2042018815592803
10.1177/2053168017712821,2633471412,10.1177/2053168017712821
10.1177/2158244011418533,2128387497,10.1177/2158244011418533
10.1177/2158244012457078,1883497801,10.1177/2158244012457078
10.1177/2158244012467024,2151063707,10.1177/2158244012467024
10.1177/2158244016666310,2512369934,10.1177/2158244016666310
10.1177/2158244016667312,2518921952,10.1177/2158244016667312
10.1177/2158244016676295,2570190886,10.1177/2158244016676295
10.1177/2158244017737815,2766464833,10.1177/2158244017737815
10.1177/2158244017744595,2768600678,10.1177/2158244017744595
10.1177/2329488417710439,2616554986,10.1177/2329488417710439
10.1525/sop.2006.49.1.67,2061937871,10.1525/sop.2006.49.1.67
10.2190/QBHY-ADHA-MYMW-HCMR,2071905237,10.2190/QBHY-ADHA-MYMW-HCMR
10.3102/0013189X09357617,1979293260,10.3102/0013189X09357617
10.3102/01623737025003263,2163684370,10.3102/01623737025003263
bbk-312,"",""
bbk-44,"",""
bbk-49,"",""
bbk-79,"",""
bbk-87,"",""
10.1038/jcbfm.2011.13,2126351858,10.1038/jcbfm.2011.13
10.1068/a241291,2081467083,10.1068/a241291
10.1068/i0468aap,2072201211,10.1068/i0468aap
10.1177/0001699310374491,2727187706,10.1177/0001699310374491
10.1177/0001699310374491,2728858919,10.1177/0001699310374491
10.1177/0001699310374491,2109382919,10.1177/0001699310374491
10.1177/0009445512462314,2137402896,10.1177/0009445512462314
10.1177/0011128707307219,2142174821,10.1177/0011128707307219
10.1177/0011128710382348,2161038912,10.1177/0011128710382348
10.1177/001112878002600407,2166531627,10.1177/001112878002600407
10.1177/002193479302300406,1987779695,10.1177/002193479302300406
10.1177/0022034515575538,1882672136,10.1177/0022034515575538
10.1177/0022427814521217,2120568135,10.1177/0022427814521217
10.1177/0042098016646675,2396253410,10.1177/0042098016646675
10.1177/004912418000900104,2030686235,10.1177/004912418000900104
10.1177/0093854808316642,2106962712,10.1177/0093854808316642
10.1177/0093854812453911,2125049142,10.1177/0093854812453911
10.1177/0145445515615353,2297545578,10.1177/0145445515615353
10.1177/0148607108314761,2076701222,10.1177/0148607108314761
10.1177/0261018317699162,2593409249,10.1177/0261018317699162
10.1177/0266242618789230,2810554351,10.1177/0266242618789230
10.1177/0300060515594194,2195047622,10.1177/0300060515594194
10.1177/0379572115609195,2267556921,10.1177/0379572115609195
10.1177/070674371205700508,128345468,10.1177/070674371205700508
10.1177/0734016815627859,2336444735,10.1177/0734016815627859
10.1177/0748233707081906,"",""
10.1177/0748730407301239,2149128110,10.1177/0748730407301239
10.1177/0886260504269180,2095338611,10.1177/0886260504269180
10.1177/0891243205278010,2136555071,10.1177/0891243205278010
10.1177/0956462413515638,2096864720,10.1177/0956462413515638
10.1177/0958928706068272,1997825586,10.1177/0958928706068272
10.1177/096228029600500304,1966331501,10.1177/096228029600500304
10.1177/0963662511410268,2128912541,10.1177/0963662511410268
10.1177/0966735012451819,1967330813,10.1177/0966735012451819
10.1177/1049909115593736,2332810080,10.1177/1049909115593736
10.1177/1053451218782435,2811059662,10.1177/1053451218782435
10.1177/1077801207307799,2124676396,10.1177/1077801207307799
10.1177/1077801212455358,2084234969,10.1177/1077801212455358
10.1177/1098611107299393,2135934711,10.1177/1098611107299393
10.1177/1362361316675121,2559757938,10.1177/1362361316675121
10.1177/146642409811800307,1977145917,10.1177/146642409811800307
10.1177/147470491100900309,2151885667,10.1177/147470491100900309
10.1177/147470491301100204,2474584302,10.1177/147470491301100204
10.1177/147470491401200102,2143048903,10.1177/147470491401200102
10.1177/1523422310379210,2078828705,10.1177/1523422310379210
10.1177/1532673X02030003004,2125592903,10.1177/1532673X02030003004
10.1177/1534735416645408,2345398159,10.1177/1534735416645408
10.1177/1756283X17732720,2765529492,10.1177/1756283X17732720
10.1177/194008291500800307,2528362974,10.1177/194008291500800307
10.1177/2047487312462149,2139383281,10.1177/2047487312462149
10.1177/2055102917707180,2616585222,10.1177/2055102917707180
10.1177/2158244013482468,2172802011,10.1177/2158244013482468
10.1177/2158244014554204,2181072909,10.1177/2158244014554204
10.1177/2158244016682292,2559785190,10.1177/2158244016682292
10.1177/2158244017707993,2613324122,10.1177/2158244017707993
10.1177/2158244017719931,2749392152,10.1177/2158244017719931
10.1177/a011398,1693514995,10.1177/a011398
10.1255/jnirs.716,2034971291,10.1255/jnirs.716
10.3102/0002831208328089,2127246214,10.3102/0002831208328089
bbk-145,"",""
10.1016/j.jala.2008.01.004,2122887672,10.1016/j.jala.2008.01.004
10.1177/0002764213515219,2331103174,10.1177/0002764213515219
10.1177/001112802237128,2109301961,10.1177/001112802237128
10.1177/0020852313517994,2093514922,10.1177/0020852313517994
10.1177/0021934708326875,2019855207,10.1177/0021934708326875
10.1177/002204260603600108,2021303971,10.1177/002204260603600108
10.1177/002204260703700212,2091030028,10.1177/002204260703700212
10.1177/003804070407700103,2106151656,10.1177/003804070407700103
10.1177/0040563917714618,2748509500,10.1177/0040563917714618
10.1177/0046958017724003,2748527102,10.1177/0046958017724003
10.1177/0093854812468433,2078929061,10.1177/0093854812468433
10.1177/0143034311402926,2070296337,10.1177/0143034311402926
10.1177/0192513X03257698,2139299274,10.1177/0192513X03257698
10.1177/0261018306068485,2023181734,10.1177/0261018306068485
10.1177/0300060513505809,2151467468,10.1177/0300060513505809
10.1177/0300060517703277,2605467377,10.1177/0300060517703277
10.1177/0306396811425987,2020542280,10.1177/0306396811425987
10.1177/0486613417717482,635115884,10.1177/0486613417717482
10.1177/0886260505285724,2141343989,10.1177/0886260505285724
10.1177/0886260515570751,2123353590,10.1177/0886260515570751
10.1177/0950017014563106,2102041785,10.1177/0950017014563106
10.1177/0951629804043205,2086039181,10.1177/0951629804043205
10.1177/1049731517715316,2737573078,10.1177/1049731517715316
10.1177/1053815116679414,2559618647,10.1177/1053815116679414
10.1177/1054137316643445,2340278960,10.1177/1054137316643445
10.1177/1065912913491465,2064817735,10.1177/1065912913491465
10.1177/1078087418809946,2899893262,10.1177/1078087418809946
10.1177/1078345810366287,1995747837,10.1177/1078345810366287
10.1177/1088767908323863,2088009047,10.1177/1088767908323863
10.1177/1098611106296480,2099139897,10.1177/1098611106296480
10.1177/1099636211413564,2112529356,10.1177/1099636211413564
10.1177/1359105307076229,2169490044,10.1177/1359105307076229
10.1177/1463499617713137,2653331879,10.1177/1463499617713137
10.1177/1473325018763515,2792277257,10.1177/1473325018763515
10.1177/147470491201000313,1827975882,10.1177/147470491201000313
10.1177/1524838014521028,2112419755,10.1177/1524838014521028
10.1177/1532673X06294503,2017336867,10.1177/1532673X06294503
10.1177/1759091416669609,2523656376,10.1177/1759091416669609
10.1177/178359171001100301,1497994278,10.1177/178359171001100301
10.1177/178359171601700104,2591338538,10.1177/178359171601700104
10.1177/193229681100500533,2116085449,10.1177/193229681100500533
10.1177/194008291500800414,2528815114,10.1177/194008291500800414
10.1177/2041669516669732,2521506784,10.1177/2041669516669732
10.1177/2053168017722704,2626304362,10.1177/2053168017722704
10.1177/2158244014556996,2000618157,10.1177/2158244014556996
10.1177/2158244016689129,2611761308,10.1177/2158244016689129
10.1177/2332858415617703,2253503277,10.1177/2332858415617703
10.1177/2333393617740463,2770520971,10.1177/2333393617740463
10.3102/0034654316689136,2759131908,10.3102/0034654316689136
bbk-341,"",""
10.1042/AN20100003,2005966461,10.1042/AN20100003
10.1177/0002716206288759,2125095676,10.1177/0002716206288759
10.1177/0002716214525322,2157513917,10.1177/0002716214525322
10.1177/000312240707200503,1965932805,10.1177/000312240707200503
10.1177/0009922811417293,2147784717,10.1177/0009922811417293
10.1177/0011128717714466,2626891898,10.1177/0011128717714466
10.1177/0020872808090240,2017204329,10.1177/0020872808090240
10.1177/0022042616659758,2479337388,10.1177/0022042616659758
10.1177/0022219409359343,2141408838,10.1177/0022219409359343
10.1177/0022427807313708,2128869118,10.1177/0022427807313708
10.1177/0030727016665440,2553000928,10.1177/0030727016665440
10.1177/0093650214534969,2012405718,10.1177/0093650214534969
10.1177/0093854811420670,1977652997,10.1177/0093854811420670
10.1177/0096144213508619,2004768612,10.1177/0096144213508619
10.1177/0192513X07307843,2157510297,10.1177/0192513X07307843
10.1177/0300060517715529,2725968325,10.1177/0300060517715529
10.1177/0734016814546039,2154459602,10.1177/0734016814546039
10.1177/0887403413499582,2316732152,10.1177/0887403413499582
10.1177/0951484814532624,2138109499,10.1177/0951484814532624
10.1177/0957926514536827,2171577720,10.1177/0957926514536827
10.1177/0958928717753591,2788114116,10.1177/0958928717753591
10.1177/1071100715576569,2148792084,10.1177/1071100715576569
10.1177/1077801209346714,2150043519,10.1177/1077801209346714
10.1177/108201320000600209,1971219483,10.1177/108201320000600209
10.1177/1088767913512205,2153297129,10.1177/1088767913512205
10.1177/1091581818754330,2784544875,10.1177/1091581818754330
10.1177/1326365X1202200112,2051141946,10.1177/1326365X1202200112
10.1177/1367877912459140,2170843552,10.1177/1367877912459140
10.1177/1470320315587193,1601535276,10.1177/1470320315587193
10.1177/1470320316688774,2588094567,10.1177/1470320316688774
10.1177/1541204012470850,2101741581,10.1177/1541204012470850
10.1177/1553350610389826,1965104993,10.1177/1553350610389826
10.1177/1559827612460832,2329777162,10.1177/1559827612460832
10.1177/2050312118800209,2891603420,10.1177/2050312118800209
10.1177/2059799117703121,2773151105,10.1177/2059799117703121
10.1177/2153368717738038,2771034991,10.1177/2153368717738038
10.1177/2158244014530729,2134330851,10.1177/2158244014530729
10.1177/2158244016658085,2485350383,10.1177/2158244016658085
10.1177/2158244017739340,2774105427,10.1177/2158244017739340
10.3102/00028312039002337,2066247217,10.3102/00028312039002337
10.3818/JRP.7.2.2005.1,2046631047,10.3818/JRP.7.2.2005.1
10.1177/0001699306064769,2324953761,10.1177/0001699306064769
10.1177/0003122414534065,2322803888,10.1177/0003122414534065
10.1177/0011128709335151,2128919643,10.1177/0011128709335151
10.1177/0011128715570627,2062334170,10.1177/0011128715570627
10.1177/0013916506295570,2003097064,10.1177/0013916506295570
10.1177/0020715217710809,2620496289,10.1177/0020715217710809
10.1177/0021998307086210,2011670484,10.1177/0021998307086210
10.1177/0022343317747955,2786542968,10.1177/0022343317747955
10.1177/002242702237288,2169557189,10.1177/002242702237288
10.1177/0022427816632571,2340837980,10.1177/0022427816632571
10.1177/002246698401800203,2114305313,10.1177/002246698401800203
10.1177/0033294117738022,2765581960,10.1177/0033294117738022
10.1177/0047281616662984,2475931787,10.1177/0047281616662984
10.1177/0093854816668218,2523124698,10.1177/0093854816668218
10.1177/0164027504268491,2120487794,10.1177/0164027504268491
10.1177/0269215512465209,2166900521,10.1177/0269215512465209
10.1177/0300060513509036,2111404535,10.1177/0300060513509036
10.1177/0300060515593250,2525299541,10.1177/0300060515593250
10.1177/0734371X9301300103,2133098201,10.1177/0734371X9301300103
10.1177/0891242408314281,2132068628,10.1177/0891242408314281
10.1177/0897190015617667,2201148207,10.1177/0897190015617667
10.1177/0959651812453391,2016537922,10.1177/0959651812453391
10.1177/0974930617706809,2729466503,10.1177/0974930617706809
10.1177/1043986206286969,2013643698,10.1177/1043986206286969
10.1177/1063426618763108,2793477745,10.1177/1063426618763108
10.1177/1088357614552189,2039917412,10.1177/1088357614552189
10.1177/1088767904265361,1997420515,10.1177/1088767904265361
10.1177/1088767908314270,2059628060,10.1177/1088767908314270
10.1177/1098611103254317,2021001514,10.1177/1098611103254317
10.1177/1179555718791575,2887298915,10.1177/1179555718791575
10.1177/1470320315585908,1537499390,10.1177/1470320315585908
10.1177/1474704915613914,2211006657,10.1177/1474704915613914
10.1177/1474704917740466,2769008255,10.1177/1474704917740466
10.1177/1524838017738726,2766557301,10.1177/1524838017738726
10.1177/1534735416640091,2346566333,10.1177/1534735416640091
10.1177/1541204013503890,2331636428,10.1177/1541204013503890
10.1177/15648265070281S109,136010072,10.1177/15648265070281S109
10.1177/201395251200300105,"",""
10.1177/2041669517708205,2615297659,10.1177/2041669517708205
10.1177/2058738418781634,2885689504,10.1177/2058738418781634
10.1177/2158244013497721,2124862182,10.1177/2158244013497721
10.1177/2158244016669395,2556864186,10.1177/2158244016669395
10.1177/2158244016679210,2571252123,10.1177/2158244016679210
10.3102/0002831212462736,2098852034,10.3102/0002831212462736
bbk-276,"",""
10.1068/i0602,2137984580,10.1068/i0602
10.1080/016502500383304,2142016464,10.1080/016502500383304
10.1111/0081-1750.00079,2112430311,10.1111/0081-1750.00079
10.1177/0002764207306051,2149472126,10.1177/0002764207306051
10.1177/000494419303700302,2030778538,10.1177/000494419303700302
10.1177/0017896914552000,2169006914,10.1177/0017896914552000
10.1177/0022427810393019,2169533832,10.1177/0022427810393019
10.1177/0032885505283871,2128772433,10.1177/0032885505283871
10.1177/0032885517734493,2762252023,10.1177/0032885517734493
10.1177/0046958015588915,2102497304,10.1177/0046958015588915
10.1177/00914509030301-209,1575672113,10.1177/00914509030301-209
10.1177/0093854812458907,2115177698,10.1177/0093854812458907
10.1177/0093854817721720,2521488787,10.1177/0093854817721720
10.1177/0163443706067022,1979493623,10.1177/0163443706067022
10.1177/0191453709106242,1994949967,10.1177/0191453709106242
10.1177/0300060513505813,2162446200,10.1177/0300060513505813
10.1177/0308518X16642225,2319312936,10.1177/0308518X16642225
10.1177/039463201202500416,43749485,10.1177/039463201202500416
10.1177/0733464817690677,2582100950,10.1177/0733464817690677
10.1177/0739456X15589815,1870141200,10.1177/0739456X15589815
10.1177/0739986315623776,2233940744,10.1177/0739986315623776
10.1177/0743558410376831,2100221998,10.1177/0743558410376831
10.1177/097265271101000201,1987988680,10.1177/097265271101000201
10.1177/1059840512444134,2114525339,10.1177/1059840512444134
10.1177/1074840718787274,2885833520,10.1177/1074840718787274
10.1177/109861119900200305,2162482745,10.1177/109861119900200305
10.1177/1206331209331598,2100676970,10.1177/1206331209331598
10.1177/1403494810396555,1999713517,10.1177/1403494810396555
10.1177/1470320316655005,2436260080,10.1177/1470320316655005
10.1177/147470491201000319,1896315002,10.1177/147470491201000319
10.1177/1532673X9702500204,2098241734,10.1177/1532673X9702500204
10.1177/1536504215585770,1869777693,10.1177/1536504215585770
10.1177/1536504217742382,2771752751,10.1177/1536504217742382
10.1177/1557988316671567,2528967321,10.1177/1557988316671567
10.1177/1741143214535740,2030395165,10.1177/1741143214535740
10.1177/1756284818787408,2883033225,10.1177/1756284818787408
10.1177/1759091414538134,2134894725,10.1177/1759091414538134
10.1177/1936724414539948,1987604396,10.1177/1936724414539948
10.1177/2041669515593019,2539059872,10.1177/2041669515593019
10.1177/2041669516674959,2545729297,10.1177/2041669516674959
10.1177/2053951714532240,2173929519,10.1177/2053951714532240
10.1177/2056305117733344,2758452829,10.1177/2056305117733344
10.1177/2153368717705419,2609574136,10.1177/2153368717705419
10.1177/2158244011408441,2144984304,10.1177/2158244011408441
10.1177/2158244014556632,2166564529,10.1177/2158244014556632
10.1177/2332858417714457,2625967871,10.1177/2332858417714457
10.1177/2378023117725611,2750807986,10.1177/2378023117725611
10.1177/2380084418774549,2803656267,10.1177/2380084418774549
10.1509/jmr.08.0355,1977057253,10.1509/jmr.08.0355
bbk-247,"",""
10.1068/c3202ed,2167930957,10.1068/c3202ed
10.1177/0002764218787019,2833729492,10.1177/0002764218787019
10.1177/000312240807300505,2013632470,10.1177/000312240807300505
10.1177/0007650316644261,2341182749,10.1177/0007650316644261
10.1177/000992280404300809,2128829463,10.1177/000992280404300809
10.1177/0016986212469253,2138033130,10.1177/0016986212469253
10.1177/001789690206100403,2117170298,10.1177/001789690206100403
10.1177/0017896918786016,2884386070,10.1177/0017896918786016
10.1177/0022002702046001002,2167940296,10.1177/0022002702046001002
10.1177/0022466917721236,2741638357,10.1177/0022466917721236
10.1177/0032885514524882,2156191568,10.1177/0032885514524882
10.1177/0091552118762630,2790996222,10.1177/0091552118762630
10.1177/009365027400100404,2169902270,10.1177/009365027400100404
10.1177/0093854808316275,2102348340,10.1177/0093854808316275
10.1177/009614427600300101,2052824389,10.1177/009614427600300101
10.1177/0148607114522489,2140801552,10.1177/0148607114522489
10.1177/0163443710393386,2327211324,10.1177/0163443710393386
10.1177/0170840618759816,2792732645,10.1177/0170840618759816
10.1177/0192513X15590687,595261723,10.1177/0192513X15590687
10.1177/0267323104045263,2073864020,10.1177/0267323104045263
10.1177/0272431605276931,1996761284,10.1177/0272431605276931
10.1177/0300060515607385,2281473904,10.1177/0300060515607385
10.1177/0300060516650075,2465139817,10.1177/0300060516650075
10.1177/0300060517714369,2726992891,10.1177/0300060517714369
10.1177/0886260518807910,2898099785,10.1177/0886260518807910
10.1177/0887403406292684,2077615698,10.1177/0887403406292684
10.1177/0951629804043203,2027958363,10.1177/0951629804043203
10.1177/1043986212458196,2076037061,10.1177/1043986212458196
10.1177/1077801215584071,1965230771,10.1177/1077801215584071
10.1177/1097184X17695037,2591521800,10.1177/1097184X17695037
10.1177/1466138110370412,1985028558,10.1177/1466138110370412
10.1177/1468794104044434,2043161069,10.1177/1468794104044434
10.1177/1470320314540733,2105402526,10.1177/1470320314540733
10.1177/147470490800600104,2137844399,10.1177/147470490800600104
10.1177/1474704916678217,2559934258,10.1177/1474704916678217
10.1177/1527002511422939,2137472684,10.1177/1527002511422939
10.1177/1532440012451979,2078294573,10.1177/1532440012451979
10.1177/1541204003255843,2110913954,10.1177/1541204003255843
10.1177/1541204007301289,2006959476,10.1177/1541204007301289
10.1177/1743872118788058,2884240226,10.1177/1743872118788058
10.1177/1757975913483332,2143721722,10.1177/1757975913483332
10.1177/1759091415614301,2180309778,10.1177/1759091415614301
10.1177/2158244012444281,2178226267,10.1177/2158244012444281
10.1177/2158244012460695,2075835120,10.1177/2158244012460695
10.1177/2158244013518932,2098518487,10.1177/2158244013518932
10.1177/2158244014541130,2095768602,10.1177/2158244014541130
10.1177/2158244017739948,2767924564,10.1177/2158244017739948
10.3102/0013189X14528242,2148160365,10.3102/0013189X14528242
bbk-376,"",""
10.1042/AN20130027,2013551056,10.1042/AN20130027
10.1068/i0464aap,2263345468,10.1068/i0464aap
10.1177/0002716216633058,2330250096,10.1177/0002716216633058
10.1177/0017896913486103,2051082926,10.1177/0017896913486103
10.1177/002204260903900311,2134212219,10.1177/002204260903900311
10.1177/0022219413494239,2132710945,10.1177/0022219413494239
10.1177/0093854816647408,2382570678,10.1177/0093854816647408
10.1177/0160017608318955,2144877651,10.1177/0160017608318955
10.1177/0164027506287788,1963672986,10.1177/0164027506287788
10.1177/0265407509339995,2158385035,10.1177/0265407509339995
10.1177/0272684X16685249,2570178550,10.1177/0272684X16685249
10.1177/0300060514539273,2020055894,10.1177/0300060514539273
10.1177/0305829815584414,1487615927,10.1177/0305829815584414
10.1177/0306624X10381622,2146868646,10.1177/0306624X10381622
10.1177/0306624X14553813,2153603900,10.1177/0306624X14553813
10.1177/0309089213483978,2133286095,10.1177/0309089213483978
10.1177/0883073810365185,2082131226,10.1177/0883073810365185
10.1177/0885066611429539,2028848040,10.1177/0885066611429539
10.1177/0886109914549232,2316915306,10.1177/0886109914549232
10.1177/089826430001200103,2103905149,10.1177/089826430001200103
10.1177/0898264313498415,2149915515,10.1177/0898264313498415
10.1177/0958928717700564,2785792178,10.1177/0958928717700564
10.1177/1028315310388945,2113378059,10.1177/1028315310388945
10.1177/1059601116671603,2529766930,10.1177/1059601116671603
10.1177/1077801207305264,2171623898,10.1177/1077801207305264
10.1177/1088767914551984,2101671472,10.1177/1088767914551984
10.1177/1088767916671350,2528646933,10.1177/1088767916671350
10.1177/1099800410366301,2130374874,10.1177/1099800410366301
10.1177/1355819616670680,2531431152,10.1177/1355819616670680
10.1177/1359105314559622,2014494278,10.1177/1359105314559622
10.1177/145507259501200208,2612000756,10.1177/145507259501200208
10.1177/1471301215599704,2231615085,10.1177/1471301215599704
10.1177/147470491201000301,2134189900,10.1177/147470491201000301
10.1177/1477878508099748,2120415961,10.1177/1477878508099748
10.1177/1532673X9302100402,1988840891,10.1177/1532673X9302100402
10.1177/1556264616654610,2468664747,10.1177/1556264616654610
10.1177/1558689810385693,2141924353,10.1177/1558689810385693
10.1177/1559827609351134,2074752012,10.1177/1559827609351134
10.1177/1745691614548513,2158489906,10.1177/1745691614548513
10.1177/193229681000400213,2133342135,10.1177/193229681000400213
10.1177/2041669517711200,2622669694,10.1177/2041669517711200
10.1177/2041669517743521,2778380749,10.1177/2041669517743521
10.1177/2059799116630649,109401982,10.1177/2059799116630649
10.1177/2158244013490708,2171241011,10.1177/2158244013490708
10.1177/2158244015595090,2252298555,10.1177/2158244015595090
10.1177/2158244015614378,2264615508,10.1177/2158244015614378
10.1177/2158244015623595,2318232122,10.1177/2158244015623595
10.1177/2158244016667992,2525994879,10.1177/2158244016667992
10.1177/2158244016668853,2520150227,10.1177/2158244016668853
10.1177/2158244017716216,2677873152,10.1177/2158244017716216
10.1177/2158244017733515,2759766502,10.1177/2158244017733515
10.1177/2396939318754759,2784017771,10.1177/2396939318754759
10.1243/13506501JET534,2062894929,10.1243/13506501JET534
10.1243/17403499JNN104,2054755830,10.1243/17403499JNN104
10.1258/ar.2012.110017,2333580726,10.1258/ar.2012.110017
10.2190/PM.41.4.b,2019565320,10.2190/PM.41.4.b
bbk-261,"",""
10.1080/0042098002168,2165670350,10.1080/0042098002168
10.1080/00420980220119499,2165260231,10.1080/00420980220119499
10.1111/0081-1750.00059,1998489119,10.1111/0081-1750.00059
10.1177/0002716208324793,2164259934,10.1177/0002716208324793
10.1177/0002716213515835,2095963448,10.1177/0002716213515835
10.1177/0011128711399409,2104849904,10.1177/0011128711399409
10.1177/0013164402250987,2095934111,10.1177/0013164402250987
10.1177/0022427814526207,2171049358,10.1177/0022427814526207
10.1177/0032885508330445,2100806390,10.1177/0032885508330445
10.1177/003804070708000103,2102749458,10.1177/003804070708000103
10.1177/0090591706297714,2095197948,10.1177/0090591706297714
10.1177/0146167207311909,2158365269,10.1177/0146167207311909
10.1177/0269881116639287,2320504969,10.1177/0269881116639287
10.1177/0300060517727941,2755129066,10.1177/0300060517727941
10.1177/0308275X020220040101,2095228656,10.1177/0308275X020220040101
10.1177/070674370705200209,102170264,10.1177/070674370705200209
10.1177/0739986302238212,2066212724,10.1177/0739986302238212
10.1177/0891243206286939,2130798612,10.1177/0891243206286939
10.1177/0894439313519733,2164345156,10.1177/0894439313519733
10.1177/0954410016672497,2534497141,10.1177/0954410016672497
10.1177/0969776411422618,2020586600,10.1177/0969776411422618
10.1177/10598405070230060601,2082819057,10.1177/10598405070230060601
10.1177/1076167503253433,2017912951,10.1177/1076167503253433
10.1177/1077558708316687,2144773494,10.1177/1077558708316687
10.1177/1077558710384878,2010972648,10.1177/1077558710384878
10.1177/138826270901100108,2594458590,10.1177/138826270901100108
10.1177/1403494813515123,"",""
10.1177/1462474515590894,2350915276,10.1177/1462474515590894
10.1177/146900470000400205,2131831002,10.1177/146900470000400205
10.1177/1470320313489060,2154434254,10.1177/1470320313489060
10.1177/1470320313498294,2105691670,10.1177/1470320313498294
10.1177/1474704917695267,2591817120,10.1177/1474704917695267
10.1177/1524839912465877,2139062653,10.1177/1524839912465877
10.1177/1527154416645539,2397637495,10.1177/1527154416645539
10.1177/1532673X7900700404,2046703458,10.1177/1532673X7900700404
10.1177/1532673X8000800101,1980218690,10.1177/1532673X8000800101
10.1177/1534508417694121,2591830422,10.1177/1534508417694121
10.1177/15648265020234S108,"",""
10.1177/1749975508100669,2122832777,10.1177/1749975508100669
10.1177/2041669516662040,2518358109,10.1177/2041669516662040
10.1177/2041669517701458,2606202869,10.1177/2041669517701458
10.1177/2053951717709829,2617564420,10.1177/2053951717709829
10.1177/2055102916650093,2466801316,10.1177/2055102916650093
10.1177/205699719900300206,2569594373,10.1177/205699719900300206
10.1177/2150131913516497,2050550617,10.1177/2150131913516497
10.1177/2158244012442518,2168528045,10.1177/2158244012442518
10.1177/2158244014531769,2180475518,10.1177/2158244014531769
10.1177/2158244016632285,2290011500,10.1177/2158244016632285
10.1525/jer.2007.2.4.3,2022160389,10.1525/jer.2007.2.4.3
10.3109/00048674.2010.488214,1950021829,10.3109/00048674.2010.488214
bbk-2,"",""
bbk-227,"",""
10.1177/0011128708328863,2160841876,10.1177/0011128708328863
10.1177/0011128717739568,2770855602,10.1177/0011128717739568
10.1177/0022427803262061,2099495008,10.1177/0022427803262061
10.1177/0032329205284756,2096608900,10.1177/0032329205284756
10.1177/0032885510373528,2168777954,10.1177/0032885510373528
10.1177/0032885512448608,2096761750,10.1177/0032885512448608
10.1177/0046958018755242,2788030538,10.1177/0046958018755242
10.1177/0093854807300757,2133860790,10.1177/0093854807300757
10.1177/0093854810363549,2099532254,10.1177/0093854810363549
10.1177/0170840605056391,2090309487,10.1177/0170840605056391
10.1177/019027250907200205,2014566942,10.1177/019027250907200205
10.1177/0266666912438878,2144585819,10.1177/0266666912438878
10.1177/0306624X05274502,2043230188,10.1177/0306624X05274502
10.1177/036319907600100103,2026853124,10.1177/036319907600100103
10.1177/070674370905400503,1623861187,10.1177/070674370905400503
10.1177/0896920512443574,2331812656,10.1177/0896920512443574
10.1177/1043463112441351,2147725778,10.1177/1043463112441351
10.1177/1077559511421523,2057257080,10.1177/1077559511421523
10.1177/107808747801400201,2079613078,10.1177/107808747801400201
10.1177/1079063214521470,2148520333,10.1177/1079063214521470
10.1177/1098300711403153,2107353575,10.1177/1098300711403153
10.1177/1465116517725901,2752123369,10.1177/1465116517725901
10.1177/1468018116633575,2314902982,10.1177/1468018116633575
10.1177/1470320315594315,1749432412,10.1177/1470320315594315
10.1177/147470490800600105,2238280696,10.1177/147470490800600105
10.1177/147470491201000507,2153092628,10.1177/147470491201000507
10.1177/1532673X01029002001,2332947652,10.1177/1532673X01029002001
10.1177/1532673X04271904,2171840397,10.1177/1532673X04271904
10.1177/1540415316682722,2582721727,10.1177/1540415316682722
10.1177/1557085116653181,2414702772,10.1177/1557085116653181
10.1177/2041669516631698,2320677346,10.1177/2041669516631698
10.1177/2053951715617783,2403858994,10.1177/2053951715617783
