,pdf_file_name,pub_date,publication_id,text_file_name,title,unique_identifier
2654,18145.pdf,2016-09-16,18145,18145.txt,The Standard of Living Debate in Development Policy,10.1163/156916307X168638
2655,18146.pdf,2010-09-13,18146,18146.txt,What’s Social Capital Got to Do with It? The Ambiguous (and Overstated) Relationship between Social Capital and Ghetto Underemployment,10.1177/0896920510378769
2656,18147.pdf,2010-08-17,18147,18147.txt,"The Punitive Turn in Social Policies: Critical Race Feminist Reflections on the USA, Great Britain, and Beyond",10.1177/0896920510378772
2657,18148.pdf,2011-02-28,18148,18148.txt,Theorizing Punishment: Reflections on Wacquant’s Punishing the Poor,10.1177/0896920510378774
2658,18149.pdf,2012-03-16,18149,18149.txt,"Community Positions, Neoliberal Dispositions: Managing Nonprofit Social Services Within the Bureaucratic Field",10.1177/0896920512439728
2659,18150.pdf,2012-07-24,18150,18150.txt,"Persons with Disabilities: Entitled to Beg, not to Work. The Argentine Case",10.1177/0896920512446758
2660,18151.pdf,2012-06-11,18151,18151.txt,Adivasi Mobilization in Contemporary India: Democratizing the Local State?,10.1177/0896920512443574
2661,18152.pdf,2014-01-07,18152,18152.txt,"Economic Crisis, Poverty and Social Policy in Mexico",10.1177/0896920513501352
2662,18153.pdf,2016-07-27,18153,18153.txt,Becoming a Drug Dealer: Local Interaction Orders and Criminal Careers,10.1177/0896920514552534
2663,18154.pdf,2016-07-28,18154,18154.txt,Program Barriers and Challenges to Self-Sufficiency: A Qualitative Analysis of Ohio Welfare-to-Work Program Manager Identity,10.1177/0896920515569084
2664,18155.pdf,2016-07-27,18155,18155.txt,A Critical Discourse Analysis of Welfare-to-Work Program Managers’ Expectations and Evaluations of Their Clients’ Mothering,10.1177/0896920516654555
2665,18156.pdf,2018-03-02,18156,18156.txt,Whose Family Matters? Work–Care–Migration Regimes and Class Inequalities in Singapore,10.1177/0896920517748498
2666,18157.pdf,2017-12-05,18157,18157.txt,John Howard’s Investor State: Neoliberalism and the Rise of Inequality in Australia,10.1177/0896920517745117
2667,18158.pdf,2018-07-23,18158,18158.txt,Not Really Single: The Deportation to Welfare Pathway for U.S. Citizen Mothers in Mixed-Status Marriage,10.1177/0896920518784641
2668,18159.pdf,2011-01-16,18159,18159.txt,The Benefits of Attending Community College: A Review of the Evidence,10.1177/0091552110395575
2669,18160.pdf,2013-06-18,18160,18160.txt,Developing Moral Sensitivity Through Protest Scenarios in International NGDOs’ Communication,10.1177/0093650213490721
2670,18161.pdf,2018-03-08,18161,18161.txt,Signposting invisibles,10.1177/2397200918763087
2671,18162.pdf,2016-06-30,18162,18162.txt,Social Exclusion and Knowledge,10.1177/0011392102050001007
2672,18163.pdf,2016-06-29,18163,18163.txt,Poor Chic: The Rational Consumption of Poverty,10.1177/0011392102050004002
2673,18164.pdf,2016-06-30,18164,18164.txt,Transnational Migrations and Social Transformations: A Theoretical Perspective,10.1177/0011392105052714
2674,18165.pdf,2016-06-30,18165,18165.txt,"Globalization and Poverty, and the Poverty of Globalization Theory",10.1177/0011392105057154
2675,18166.pdf,2010-09-02,18166,18166.txt,Critical Poverty Knowledge,10.1177/0011392110372729
2676,18167.pdf,2012-09-06,18167,18167.txt,The burden of reciprocity: Processes of exclusion and withdrawal from personal networks among low-income families,10.1177/0011392112454754
2677,18168.pdf,2016-06-29,18168,18168.txt,"Metaphor, morality and myth: a critical discourse analysis of public housing policy in Queensland",10.1177/026101830002000305
2678,18169.pdf,2016-06-29,18169,18169.txt,Social exclusion and young disabled people with high levels of support needs,10.1177/026101830102100202
2679,18170.pdf,2016-06-29,18170,18170.txt,Financial exclusion and debt redemption,10.1177/026101830102100205
2680,18171.pdf,2016-06-29,18171,18171.txt,Working parenthood and parental obligation,10.1177/026101830102100302
2681,18172.pdf,2016-06-29,18172,18172.txt,"Child care, social inclusion and urban regeneration",10.1177/02610183020220020401
2682,18173.pdf,2016-06-29,18173,18173.txt,In the name of protection: youth prostitution policy reforms in England and Wales,10.1177/02610183020220020901
2683,18174.pdf,2016-06-29,18174,18174.txt,Living wages and the ‘making work pay’ strategy,10.1177/0261018305048965
2684,18175.pdf,2016-06-29,18175,18175.txt,"Antisocial behaviour legislation meets children's services:                 challenging perspectives on children, parents and the state",10.1177/0261018306059767
2685,18176.pdf,2016-06-29,18176,18176.txt,Introduction: Rethinking social policy through devolution,10.1177/0261018306065605
2686,18177.pdf,2016-06-29,18177,18177.txt,‘We’ve never had it so good’: The                 ‘problem’ of the working class in devolved Scotland,10.1177/0261018306065607
2687,18178.pdf,2016-06-29,18178,18178.txt,Criminal justice in post-devolutionary Scotland,10.1177/0261018306065610
2688,18179.pdf,2016-06-29,18179,18179.txt,Forging new ‘ways of life’? Social policy and nation                 building in devolved Scotland and Wales,10.1177/0261018306065611
2689,18180.pdf,2016-06-29,18180,18180.txt,"Devolution, direct rule and neo-liberal reconstruction in Northern Ireland",10.1177/0261018306065617
2690,18181.pdf,2016-06-29,18181,18181.txt,"Ownership, regulation and the public interest: The case of residential care                 for older people",10.1177/0261018306068485
2691,18182.pdf,2016-06-29,18182,18182.txt,We're onto you,10.1177/0261018306075712
2692,18183.pdf,2016-06-29,18183,18183.txt,'Sinbin' solutions,10.1177/026108306075711
2693,18184.pdf,2016-06-29,18184,18184.txt,"Community capacity-building: Something old, something new . . .?",10.1177/0261018307078846
2694,18185.pdf,2016-06-29,18185,18185.txt,Are English local authorities' practices on housing and council tax benefit administration meeting race equality requirements?,10.1177/0261018307078848
2695,18186.pdf,2016-06-29,18186,18186.txt,The Freud Report on the future of welfare to work: Some critical reflections,10.1177/0261018307081812
2696,18187.pdf,2008-05-01,18187,18187.txt,Contracting out employment services to the third and private sectors: A critique,10.1177/0261018307087985
2697,18188.pdf,2009-05-01,18188,18188.txt,The moralizing of obesity: A new name for an old sin?,10.1177/0261018308101625
2698,18189.pdf,2010-05-07,18189,18189.txt,"Lone motherhood, welfare reform and active citizen subjectivity",10.1177/0261018309358292
2699,18190.pdf,2011-12-06,18190,18190.txt,"Back to school from a holiday in the slums! : Images, words and inequalities",10.1177/0261018311425197
2700,18191.pdf,2012-05-24,18191,18191.txt,The alchemy of austerity,10.1177/0261018312444405
2701,18192.pdf,2012-05-22,18192,18192.txt,Crisis social policy and the resilience of the concept of community,10.1177/0261018312444410
2702,18193.pdf,2012-05-22,18193,18193.txt,A challenge to liberalism? The communitarianism of the Big Society and Blue Labour,10.1177/0261018312444411
2703,18194.pdf,2012-05-22,18194,18194.txt,Telling stories of 21st century welfare: The UK Coalition government and the neo-liberal discourse of worklessness and dependency,10.1177/0261018312444413
2704,18195.pdf,2012-06-12,18195,18195.txt,"Devolution, social democratic visions and policy reality in Scotland",10.1177/0261018312444420
2705,18196.pdf,2012-03-21,18196,18196.txt,"Bouncing back? Recession, resilience and everyday lives",10.1177/0261018312439365
2706,18197.pdf,2012-09-06,18197,18197.txt,"Out of sight, out of mind? Prostitution policy and the health, well-being and safety of home-based sex workers",10.1177/0261018312449807
2707,18198.pdf,2013-01-29,18198,18198.txt,Going from bad to worse? Social policy and the demise of the Social Fund,10.1177/0261018312471164
2708,18199.pdf,2013-05-09,18199,18199.txt,Psycho-social dimensions of poverty: When poverty becomes shameful,10.1177/0261018313479008
2709,18200.pdf,2013-10-15,18200,18200.txt,Nudging into subjectification: Governmentality and psychometrics,10.1177/0261018313500868
2710,18201.pdf,2013-09-26,18201,18201.txt,In search of ‘intergenerational cultures of worklessness’: Hunting the Yeti and shooting zombies,10.1177/0261018313501825
2711,18202.pdf,2015-09-15,18202,18202.txt,Navigating the stigmatised identities of poverty in austere times: Resisting and responding to narratives of personal failure,10.1177/0261018315601799
2712,18203.pdf,2015-09-01,18203,18203.txt,Exclusionary employment in Britain’s broken labour market,10.1177/0261018315601800
2713,18204.pdf,2015-08-25,18204,18204.txt,The parenting and economising practices of lone parents: Policy and evidence,10.1177/0261018315602198
2714,18205.pdf,2015-12-07,18205,18205.txt,"Child poverty in the UK: Measures, prevalence and intra-household sharing",10.1177/0261018315602627
2715,18206.pdf,2015-10-16,18206,18206.txt,Shattering the silence: The power of  Purposeful Storytelling  in challenging social security policy discourses of ‘blame and shame’ in Northern Ireland,10.1177/0261018315604420
2716,18207.pdf,2015-10-06,18207,18207.txt,Risking peace in the ‘war against the poor’? Social exclusion and the legacies of the Northern Ireland conflict,10.1177/0261018315609047
2717,18208.pdf,2015-12-04,18208,18208.txt,Policies and discourses of poverty during a time of recession and austerity,10.1177/0261018315620377
2718,18209.pdf,2016-02-05,18209,18209.txt,Bordering practices in the UK welfare system,10.1177/0261018315622609
2719,18210.pdf,2016-07-08,18210,18210.txt,Sustainable welfare in the EU: Promoting synergies between climate and social policies,10.1177/0261018316654614
2720,18211.pdf,2017-02-01,18211,18211.txt,Saving from poverty: A critical review of Individual Development Accounts,10.1177/0261018317695451
2721,18212.pdf,2017-03-09,18212,18212.txt,From subsistence to resistance: Asylum-seekers and the other ‘Occupy’ in Hong Kong,10.1177/0261018317699162
2722,18213.pdf,2017-09-21,18213,18213.txt,Retirees without pensions and welfare: The social effects of pension privatization in Poland,10.1177/0261018317731982
2723,18214.pdf,2017-12-12,18214,18214.txt,New Zealand’s social investment experiment,10.1177/0261018317745610
2724,18215.pdf,2018-01-29,18215,18215.txt,The cost of becoming a neo-liberal welfare state: A cautionary case of Lithuania,10.1177/0261018317752898
2725,18216.pdf,2018-01-20,18216,18216.txt,Welfare conditionality and social marginality: The folly of the tutelary state?,10.1177/0261018317753088
2726,18217.pdf,2018-06-25,18217,18217.txt,Contingent coping? Renegotiating ‘fast’ disciplinary social policy at street level: Implementing the UK Troubled Families Programme,10.1177/0261018318780094
2727,18218.pdf,2018-06-25,18218,18218.txt,"Unemployment, wellbeing and the power of the work ethic: Implications for social policy",10.1177/0261018318780910
2728,18219.pdf,2015-11-01,18219,18219.txt,Studio as Hybridised Community Space:  For the Love of Albert,10.7227/CST.10.3.2
2729,18220.pdf,2012-02-14,18220,18220.txt,Learning from Las Vegas,10.1177/1536504212436481
2730,18221.pdf,2012-05-18,18221,18221.txt,How Rachel Carson and Michael Harrington Changed the World,10.1177/1536504212446459
2731,18222.pdf,2014-08-22,18222,18222.txt,Smorgasbord,10.1177/1536504214545752
2732,18223.pdf,2015-05-25,18223,18223.txt,Social Justice & the Next Upward Surge for Unions,10.1177/1536504215585776
2733,18224.pdf,2017-03-22,18224,18224.txt,Chump Change,10.1177/1536504217696059
2734,18225.pdf,2017-12-12,18225,18225.txt,"“On Culture, Politics, and Poverty”",10.1177/1536504217742382
2735,18226.pdf,2017-07-13,18226,18226.txt,Portraying Poverty: The Economics and Ethics of Factual Welfare Television,10.1177/1749975517712132
2736,18227.pdf,2011-08-19,18227,18227.txt,Identity negotiations in narrative accounts about poverty,10.1177/0957926511405423
2737,18228.pdf,2012-05-24,18228,18228.txt,Bridging the gap: Interdisciplinary insights into the securitization of poverty,10.1177/0957926511433453
2738,18229.pdf,2014-07-06,18229,18229.txt,Contrasts and classtalk: A critical discourse analysis of welfare-to-work program managers,10.1177/0957926514536827
2739,18230.pdf,2008-07-11,18230,18230.txt,Long-Term Poverty and Disability Among Working-Age Adults,10.1177/1044207308314954
2740,18231.pdf,2011-01-27,18231,18231.txt,Disability and Poverty: A Conceptual Review,10.1177/1044207310389333
2741,18232.pdf,2011-07-06,18232,18232.txt,Poverty and Disability Among Indian Elderly,10.1177/1044207311411299
2742,18233.pdf,2015-04-28,18233,18233.txt,Employment and Economic Well-Being of People With and Without Disabilities Before and After the Great Recession,10.1177/1044207315583875
2743,18234.pdf,2014-08-04,18234,18234.txt,Deprivation Among U.S. Children With Disabilities Who Receive Supplemental Security Income,10.1177/1044207314539011
2744,18235.pdf,2018-08-22,18235,18235.txt,Impact of Participation in School-to-Work Programs on Postsecondary Outcomes for Youth With Disabilities From Low-Income Families,10.1177/1044207318789419
2745,18236.pdf,2008-09-23,18236,18236.txt,Coping in Context,10.1177/0013916507311800
2746,18237.pdf,2013-04-17,18237,18237.txt,Positive Action for Today’s Health (PATH),10.1177/0013916513480860
2747,18238.pdf,2016-09-23,18238,18238.txt,Housing Quality and Health: An Evaluation of Slum Rehabilitation in India,10.1177/0013916516667975
2748,18239.pdf,2009-04-01,18239,18239.txt,"Trust as a Mediator of the Relationships Between Poverty, Racial Composition, and Academic Achievement",10.1177/0013161X08330503
2749,18240.pdf,2016-06-29,18240,18240.txt,Sustainability and infrastructure planning in South Africa: a Cape Town case study,10.1177/0956247806063939
2750,18241.pdf,2016-06-29,18241,18241.txt,The creation of a new underclass in China and its implications,10.1177/0956247806063972
2751,18242.pdf,2016-06-29,18242,18242.txt,The peri-urban water poor: citizens or consumers?,10.1177/0956247806069608
2752,18243.pdf,2016-06-29,18243,18243.txt,From HIV prevention to HIV protection: addressing the vulnerability of girls\n                and young women in urban areas,10.1177/0956247806069624
2753,18244.pdf,2016-06-29,18244,18244.txt,The Kuyasa Fund: housing microcredit in South Africa,10.1177/0956247807082825
2754,18245.pdf,2008-04-01,18245,18245.txt,Incremental construction: a strategy to facilitate access to housing,10.1177/0956247808089150
2755,18246.pdf,2008-10-01,18246,18246.txt,Financing social infrastructure and addressing poverty through wakf endowments: experience from Kenya and Tanzania,10.1177/0956247808096121
2756,18247.pdf,2010-04-12,18247,18247.txt,"Migration, small towns and social transformations in Pakistan",10.1177/0956247809356180
2757,18248.pdf,2010-04-12,18248,18248.txt,"Some realities of the urban poor and their food security situations: a case study of Berta Gibi and Gemechu Safar in the city of Addis Ababa, Ethiopia",10.1177/0956247810363527
2758,18249.pdf,2010-10-25,18249,18249.txt,Cities feeding people: an update on urban agriculture in equatorial Africa,10.1177/0956247810377383
2759,18250.pdf,2010-10-25,18250,18250.txt,"Youth, waste and work in Mathare: whose business and whose politics?",10.1177/0956247810379946
2760,18251.pdf,2011-04-13,18251,18251.txt,The state of urban health in India; comparing the poorest quartile to the rest of the urban population in selected states and cities,10.1177/0956247811398589
2761,18252.pdf,2011-04-13,18252,18252.txt,Ill-health and poverty: a literature review on health in informal settlements,10.1177/0956247811398604
2762,18253.pdf,2012-10-12,18253,18253.txt,Off the map: the health and social implications of being a non-notified slum in India,10.1177/0956247812456356
2763,18254.pdf,2013-03-11,18254,18254.txt,Cities through a “gender lens”: a golden “urban age” for women in the global South?,10.1177/0956247813477809
2764,18255.pdf,2013-03-06,18255,18255.txt,Gender identity in urban poor mobilizations: evidence from Bengaluru,10.1177/0956247813477811
2765,18256.pdf,2014-02-05,18256,18256.txt,"Individual, communal and institutional responses to climate change by low-income households in Khulna, Bangladesh",10.1177/0956247813518681
2766,18257.pdf,2014-08-18,18257,18257.txt,The impoverishment of poverty: reflections on urban citizenship and inequality in contemporary Delhi,10.1177/0956247814542391
2767,18258.pdf,2016-10-26,18258,18258.txt,Are ‘the destitute’ destitute? Understanding micro-inequalities through the concept of defiled surpluses,10.1177/0956247816672159
2768,18259.pdf,2017-01-30,18259,18259.txt,"Climate change, equity and the Sustainable Development Goals: an urban perspective",10.1177/0956247816677778
2769,18260.pdf,2014-09-23,18260,18260.txt,Financial Challenges in Emerging Adulthood and Students’ Decisions to Stop Out of College,10.1177/2167696814550684
2770,18261.pdf,2008-07-29,18261,18261.txt,Depression Among Alumni of Foster Care,10.1177/1063426608320356
2771,18262.pdf,2016-01-28,18262,18262.txt,Long-Term Effects of Pre-Placement Risk Factors on Children’s Psychological Symptoms and Parenting Stress Among Families Adopting Children From Foster Care,10.1177/1063426615621050
2772,18263.pdf,2015-09-17,18263,18263.txt,Informal community support for parents of pre-school children: A comparative study investigating the subjective experience of parents attending community-based toddler groups in different socio-economic situations,10.1177/1476718X15597022
2773,18264.pdf,2015-10-28,18264,18264.txt,Is there a link between low parental income and childhood obesity?,10.1177/1476718X15606479
2774,18265.pdf,2016-12-25,18265,18265.txt,"Disposable labour, passive victim, active threat: Migrant/non-migrant othering in three British television documentaries",10.1177/1367549416682968
2775,18266.pdf,2016-07-25,18266,18266.txt,"Income, Institutions, and Saving Performance in Individual Development Accounts",10.1177/0891242402239200
2776,18267.pdf,2016-07-25,18267,18267.txt,Living Wage Effects: New and Improved Evidence,10.1177/0891242404268639
2777,18268.pdf,2016-07-25,18268,18268.txt,Evaluating Living Wage Laws in the United States: Good Intentions and Economic Reality in Conflict?,10.1177/0891242404268641
2778,18269.pdf,2016-07-25,18269,18269.txt,The ”Poverty Trap” and Living Wage Laws,10.1177/0891242404268707
2779,18270.pdf,2016-07-25,18270,18270.txt,Inner-City Neighborhoods and Metropolitan Development,10.1177/0891242407301743
2780,18271.pdf,2016-07-25,18271,18271.txt,"Did a Strong Economy in the 1990s Affect Poverty in U.S. Metro Areas? Exploring Changes in Poverty in Metropolitan Areas Over the Last U.S. Business Cycle, 1992-2003",10.1177/0891242407310079
2781,18272.pdf,2008-05-01,18272,18272.txt,Overhauling and Revitalizing Federal Economic Development Programs,10.1177/0891242408314281
2782,18273.pdf,2008-08-01,18273,18273.txt,Banking on the Margin in Canada,10.1177/0891242408318738
2783,18274.pdf,2013-06-05,18274,18274.txt,Simulating the Economic Impacts of Living Wage Mandates Using New Public and Administrative Data,10.1177/0891242413490795
2784,18275.pdf,2010-03-01,18275,18275.txt,Student Eligibility for a Free Lunch as an SES Measure in Education Research,10.3102/0013189X10362578
2785,18276.pdf,2012-12-01,18276,18276.txt,The Longitudinal Effects of Residential Mobility on the Academic Achievement of Urban Elementary and Middle School Students,10.3102/0013189X12442239
2786,18277.pdf,2012-12-01,18277,18277.txt,Executive Function Skills and School Success in Young Children Experiencing Homelessness,10.3102/0013189X12459883
2787,18278.pdf,2012-12-01,18278,18278.txt,Education Research on Homeless and Housed Children Living in Poverty,10.3102/0013189X12466588
2788,18279.pdf,2013-05-01,18279,18279.txt,Considering the Geographic Dispersion of Homeless and Highly Mobile Students and Families,10.3102/0013189X12474064
2789,18280.pdf,2014-05-01,18280,18280.txt,The Role of the Intellectual in Eliminating the Effects of Poverty,10.3102/0013189X14528242
2790,18281.pdf,2016-01-01,18281,18281.txt,"Science Achievement Gaps Begin Very Early, Persist, and Are Largely Explained by Modifiable Factors",10.3102/0013189X16633182
2791,18282.pdf,2016-07-11,18282,18282.txt,The Politics of Achievement Gaps,10.3102/0013189X16658447
2792,18283.pdf,2017-02-16,18283,18283.txt,Who Are the Homeless? Student Mobility and Achievement in Michigan 2010–2013,10.3102/0013189X17694165
2793,18284.pdf,2017-10-09,18284,18284.txt,Segregation by District Boundary Line: The Fragmentation of Memphis Area Schools,10.3102/0013189X17732752
2794,18285.pdf,2017-12-05,18285,18285.txt,Coming Out and Leaving Home: A Policy and Research Agenda for LGBT Homeless Students,10.3102/0013189X17733964
2795,18286.pdf,2017-12-07,18286,18286.txt,Going Without: An Exploration of Food and Housing Insecurity Among Undergraduates,10.3102/0013189X17741303
2796,18287.pdf,2017-11-16,18287,18287.txt,"Spaces, Places, and Policies: Contextualizing Student Homelessness",10.3102/0013189X17742645
2797,18288.pdf,2018-09-06,18288,18288.txt,Is Free and Reduced-Price Lunch a Valid Measure of Educational Disadvantage?,10.3102/0013189X18797609
2798,18289.pdf,2006-01-01,18289,18289.txt,A Different Type of Gender Gap: How Women and Men Experience Poverty,10.1177/0888325405284248
2799,18290.pdf,2015-01-01,18290,18290.txt,Inequality in Poverty,10.1177/0888325415599572
2800,18291.pdf,2016-11-15,18291,18291.txt,Help on the Line,10.1177/0163278705281069
2801,18292.pdf,2017-11-13,18292,18292.txt,The role of the state in shaping zero hours work in an atypical liberal market economy,10.1177/0143831X17735181
2802,18293.pdf,2010-12-16,18293,18293.txt,Social risk protection in collective agreements: Evidence from the Netherlands,10.1177/0959680110384608
2803,18294.pdf,2015-12-27,18294,18294.txt,Union responses to precarious workers: Italy and Spain compared,10.1177/0959680115621410
2804,18295.pdf,2017-02-06,18295,18295.txt,The financial crisis and changing labour markets in post-transition countries,10.1177/0959680116685490
2805,18296.pdf,2011-09-01,18296,18296.txt,Public and Social Security Officials' Attributions of Poverty in Finland,10.1177/138826271101300303
2806,18297.pdf,2011-12-01,18297,18297.txt,Towards Minimum Income Protection in Europe: Budgetary and Political Obstacles to Overcome,10.1177/138826271101300404
2807,18298.pdf,2012-06-01,18298,18298.txt,Welfare as a Means for Political Stability: A Law and Society Analysis,10.1177/138826271201400201
2808,18299.pdf,2013-09-01,18299,18299.txt,The New Politics of the Welfare State? A Case Study of Extra-Parliamentary Party Politics in Norway,10.1177/138826271301500302
2809,18300.pdf,2016-03-01,18300,18300.txt,"Poverty Reduction Effects of Taxation and Benefit Policies in Finland, 1993–2013",10.1177/138826271601800102
2810,18301.pdf,2018-03-23,18301,18301.txt,What does it mean to be rich? Some conceptual and empirical issues,10.1177/1388262718760911
2811,18302.pdf,2013-05-24,18302,18302.txt,"Researching poverty: Methods, results and impact",10.1177/1035304613482652
2812,18303.pdf,2014-11-07,18303,18303.txt,Quo vadis : Does economic theory need a sustainability makeover?,10.1177/1035304614558005
2813,18304.pdf,2009-03-01,18304,18304.txt,Redistribution and Financing Schools in England under Labour,10.1177/1741143208100296
2814,18305.pdf,2009-03-01,18305,18305.txt,Globalization and its Impact on Education with Specific Reference to Education in South Africa,10.1177/1741143208100302
2815,18306.pdf,2015-04-08,18306,18306.txt,Distinctive features of schools in multiple deprived communities in South Africa,10.1177/1741143215570303
2816,18307.pdf,2015-04-08,18307,18307.txt,Leading schools in circumstances of multiple deprivation in South Africa,10.1177/1741143215575533
2817,18308.pdf,2012-01-25,18308,18308.txt,The Welfare Effects of Inflation Volatility and Institutions,10.1177/097491011100400102
2818,18309.pdf,2017-01-01,18309,18309.txt,Africa’s Inclusive Growth Challenge,10.1177/0974910116677789
2819,18310.pdf,2015-01-01,18310,18310.txt,"Intergovernmental Fiscal Relations: The Efficiency Effect of Taxes, Transfers, and Fiscal Illusion",10.1068/c12284r
2820,18311.pdf,2017-05-19,18311,18311.txt,Rescaling employment support accountability: From negative national neoliberalism to positively integrated city-region ecosystems,10.1177/2399654417708788
2821,18312.pdf,2015-09-24,18312,18312.txt,Animal performativity: Exploring the lives of donkeys in Botswana,10.1177/0263775815604922
2822,18313.pdf,2018-10-03,18313,18313.txt,Physical education teacher resilience in high-poverty school environments,10.1177/1356336X18800091
2823,18314.pdf,2014-01-01,18314,18314.txt,"Poverty, Place, and Rurality: Material and Sociocultural Disconnections",10.1068/a45336
2824,18315.pdf,2014-01-01,18315,18315.txt,Municipal Annexation and the Selective Underbounding of Colonias in Texas' Lower Rio Grande Valley,10.1068/a130038p
2825,18316.pdf,2015-12-09,18316,18316.txt,"From warfare to welfare: veterans, military charities and the blurred spatiality of post-service welfare in the United Kingdom",10.1177/0308518X15614844
2826,18317.pdf,2016-07-28,18317,18317.txt,Inclusive growth? The relationship between economic growth and poverty in British cities,10.1177/0308518X16656000
2827,18318.pdf,2016-07-28,18318,18318.txt,Contested space: The contradictory political dynamics of food banking in the UK,10.1177/0308518X16658292
2828,18319.pdf,2016-04-06,18319,18319.txt,Soft spaces and soft outcomes: Experiences from City Strategy on local partnership working and measures of success,10.1177/0308518X16642225
2829,18320.pdf,2017-07-07,18320,18320.txt,"Emplacing Indigeneity and rurality in neoliberal disability welfare reform: The lived experience of Aboriginal people with disabilities in the West Kimberley, Australia",10.1177/0308518X17718374
2830,18321.pdf,2008-01-01,18321,18321.txt,European Liberalisms,10.1177/1474885107083401
2831,18322.pdf,2017-05-30,18322,18322.txt,Targeting rents: Global taxes on natural resources,10.1177/1474885117707137
2832,18323.pdf,2016-07-25,18323,18323.txt,The Paradox of Poverty Narratives,10.1177/0895904805285285
2833,18324.pdf,2011-01-10,18324,18324.txt,"Countering the Politics of Class, Race, Gender, and Geography in Early Childhood Education",10.1177/0895904810387414
2834,18325.pdf,2015-10-01,18325,18325.txt,"School Choice, Racial Segregation, and Poverty Concentration: Evidence From Pennsylvania Charter School Transfers",10.1177/0895904815604112
2835,18326.pdf,2018-09-29,18326,18326.txt,"Policy, Poverty, and Student Achievement: An Exploration of the Impact of State Policies",10.1177/0895904818802114
2836,18327.pdf,2016-07-26,18327,18327.txt,Explaining Variation in the Effects of Welfare-To-Work Programs,10.1177/0193841X03254347
2837,18328.pdf,2016-07-26,18328,18328.txt,Casaworks for Families,10.1177/0193841X03258927
2838,18329.pdf,2016-07-26,18329,18329.txt,The Effect of Economic Stability on Family Stability among Welfare Recipients,10.1177/0193841X04272558
2839,18330.pdf,2016-07-26,18330,18330.txt,The Effect of Family Size on Incentive Effects of Welfare Transfers in Two-Parent Families,10.1177/0193841X05276444
2840,18331.pdf,2016-07-26,18331,18331.txt,Does Receiving an Earnings Supplement Affect Union Formation? Estimating Effects for Program Participants Using Propensity Score Matching,10.1177/0193841X06293411
2841,18332.pdf,2008-11-10,18332,18332.txt,Poverty and Gender Perspective in Productive Projects for Rural Women in Mexico,10.1177/0193841X08320929
2842,18333.pdf,2016-07-20,18333,18333.txt,"Social justice, service delivery and welfare : reform the politics of\n                deprivation, disaffection and education in the District of Thanet",10.1177/1746197906060712
2843,18334.pdf,2016-12-21,18334,18334.txt,Welfare to Work: the local dimension,10.1177/a010187
2844,18335.pdf,2016-12-21,18335,18335.txt,Urban housing and the role of 'underclass' processes: the case of\n               Ireland,10.1177/a011396
2845,18336.pdf,2016-12-21,18336,18336.txt,"Do means-tested benefits alleviate poverty?: Evidence on Germany, Sweden\n               and the United Kingdom from the Luxembourg Income Study",10.1177/a011398
2846,18337.pdf,2016-12-21,18337,18337.txt,Testing the 'social dumping' hypothesis in Southern Europe: welfare\n               policies in Greece and Spain during the last 20 years,10.1177/a012486
2847,18338.pdf,2016-06-29,18338,18338.txt,"Child Poverty and Family Transfers in the Czech Republic, Hungary and Poland",10.1177/095892870101100403
2848,18339.pdf,2016-06-29,18339,18339.txt,The generational conflict reconsidered,10.1177/0952872002012001560
2849,18340.pdf,2016-06-29,18340,18340.txt,Aggregate level and determining factors of social exclusion in twelve European countries,10.1177/0952872002012003394
2850,18341.pdf,2016-12-21,18341,18341.txt,Poverty in Europe in the mid-1990s: the effectiveness of means-tested\n               benefits,10.1177/a028598
2851,18342.pdf,2016-06-29,18342,18342.txt,Incidence and Intensity of Smoothed Income Poverty in European Countries,10.1177/09589287030134003
2852,18343.pdf,2016-06-29,18343,18343.txt,Poverty Alleviation and the Degree of Centralization in European Schemes of                Social Assistance,10.1177/0958928704042007
2853,18344.pdf,2016-06-29,18344,18344.txt,Mechanisms of poverty alleviation: anti-poverty effects of non-means-tested                 and means-tested benefits in five welfare states,10.1177/0958928704046879
2854,18345.pdf,2016-06-29,18345,18345.txt,Childbearing and well-being: a comparative analysis of European welfare regimes,10.1177/0958928705057262
2855,18346.pdf,2016-06-29,18346,18346.txt,"Relative deprivation: a comparative analysis of Britain, Finland and Sweden",10.1177/0958928706068272
2856,18347.pdf,2016-06-29,18347,18347.txt,Globalization and the welfare state: the same strategies for similar problems?,10.1177/0958928706068275
2857,18348.pdf,2016-06-29,18348,18348.txt,Why work is not a panacea: a decomposition analysis of EU-15 countries,10.1177/0958928707081073
2858,18349.pdf,2016-06-29,18349,18349.txt,The Bulgarian pension reform: post-accession issues and challenges,10.1177/0958928707081076
2859,18350.pdf,2008-05-01,18350,18350.txt,Are the poor socially integrated? The link between poverty and social support in different welfare regimes,10.1177/0958928707087590
2860,18351.pdf,2010-02-04,18351,18351.txt,Gender differences in subjective well-being in Central and Eastern Europe,10.1177/0958928709352542
2861,18352.pdf,2010-06-28,18352,18352.txt,Network governance of active employment policy: the Danish experience,10.1177/0958928710364435
2862,18353.pdf,2010-10-27,18353,18353.txt,Welfare regime and social class variation in poverty and economic vulnerability in Europe: an analysis of EU-SILC,10.1177/0958928710374378
