pdf_file_name,pub_date,publication_id,text_file_name,title,unique_identifier
2367.pdf,2014-01-01,2367,2367.txt,Self-reported versus performance-based measures of physical function: Prognostic value for survival,10.4054/DemRes.2014.30.7
2368.pdf,2013-01-01,2368,2368.txt,"International differences in the links between obesity and physiological dysregulation: the United States, England, and Taiwan",10.1155/2013/618056
2369.pdf,2011-01-01,2369,2369.txt,Interactions between life stress factors and carrying the APOE4 allele adversely impact self-reported health in old adults,10.1093/gerona/glr106
2370.pdf,2011-01-01,2370,2370.txt,"School, police, and medical authority involvement with children who have experienced victimization",10.1001/archpediatrics.2010.240
2371.pdf,2010-01-01,2371,2371.txt,Trends in childhood violence and abuse exposure: Evidence from 2 national surveys,10.1001/archpediatrics.2009.283
2372.pdf,2014-01-01,2372,2372.txt,Emergency department visits resulting from intentional injury in and out of school,10.1542/peds.2013-2155
2373.pdf,2014-01-01,2373,2373.txt,Fine particulate matter air pollution and cognitive function among older US adults,10.1093/aje/kwu155
2374.pdf,2014-01-01,2374,2374.txt,Hookah use among US high school seniors,10.1542/peds.2014-0538
2375.pdf,2012-01-01,2375,2375.txt,Socio-economic and health access determinants of breast and cervical cancer screening in low-income countries: analysis of the World Health Survey,10.1371/journal.pone.0048834
2376.pdf,2014-01-01,2376,2376.txt,Risk factors for self-reported driving under the influence of alcohol and/or illicit drugs among older adults,10.1093/geront/gnu070
2377.pdf,2014-01-01,2377,2377.txt,"Church attendance, problems of measurement, and interpreting indicators: a study of religious practice in the united states, 1975-2010",10.1111/jssr.12115
2378.pdf,2011-01-01,2378,2378.txt,Social determinants of smoking in low- and middle-income countries: Results from the World Health Survey,10.1371/journal.pone.0020331
2379.pdf,2014-01-01,2379,2379.txt,An ACA provision increased treatment for young adults with possible mental illnesses relative to comparison group,10.1377/hlthaff.2014.0214
2380.pdf,2014-01-01,2380,2380.txt,Continuity and change in relationships with neighbors: Implications for psychological well-being in middle and later life.,10.1093/geronb/gbu084
2382.pdf,2013-01-01,2382,2382.txt,Improving the adverse childhood experiences study scale,10.1001/jamapediatrics.2013.420
2383.pdf,2014-01-01,2383,2383.txt,"Perceived neighborhood illicit drug selling, peer illicit drug disapproval and illicit drug use among U.S. high school seniors",10.1186/1747-597X-9-35
2384.pdf,2014-01-01,2384,2384.txt,Developing calibration weights and standard-Error estimates for a survey of drug-related emergency-department visits,10.2478/jos-2014-0032
2385.pdf,2014-01-01,2385,2385.txt,"Prevalence, frequency, onset, desistance and criminal career duration in self-reports compared with official records",10.1002/cbm.1930
2386.pdf,2014-01-01,2386,2386.txt,Evidence and knowledge gaps for the association between energy drink use and high-risk behaviors among adolescents and young adults,10.1111/nure.12129
2387.pdf,2015-01-01,2387,2387.txt,Dramatic decline in substance use by HIV-infected pregnant women in the United States from 1990 to 2012,10.1097/QAD.0000000000000503
2388.pdf,2014-01-01,2388,2388.txt,"Shorter ends, faster end? Leukocyte telomere length and mortality among older Taiwanese",10.1093/gerona/glu191
2389.pdf,2014-01-01,2389,2389.txt,"Do neighborhood demographics, crime rates, and alcohol outlet density predict incidence, severity, and outcome of hospitalization for traumatic injury? A cross-sectional study of Dallas County, Texas, 2010",10.1186/s40621-014-0023-2
2390.pdf,2014-01-01,2390,2390.txt,Harms of prescription opioid use in the United States,10.1186/1747-597X-9-43
2391.pdf,2004-01-01,2391,2391.txt,Posttraumatic stress disorder and trauma in youth in juvenile detention,10.1001/archpsyc.61.4.403
2392.pdf,2012-01-01,2392,2392.txt,Prevalence and persistence of psychiatric disorders in youth after detention: A prospective longitudinal study,10.1001/archgenpsychiatry.2011.2062
2393.pdf,2014-01-01,2393,2393.txt,Firearm homicide and other causes of death in delinquents: A 16-year prospective study,10.1542/peds.2013-3966
2394.pdf,2009-01-01,2394,2394.txt,"Access and affordability: An update on health reform In Massachusetts, fall 2008",10.1377/hlthaff.28.4.w578
2395.pdf,2014-01-01,2395,2395.txt,"Personality measures in the National Social Life, Health, and Aging Project",10.1093/geronb/gbu073
2396.pdf,2014-01-01,2396,2396.txt,Monitoring by parents and hypothesized male-female differences in evidence from a nationally representative cohort re-sampled from age 12 to 17 years: An exploratory study using a 'mutoscope' approach,10.1007/s11121-014-0517-8
2397.pdf,2012-01-01,2397,2397.txt,"Genes, environments, personality, and successful aging: Toward a comprehensive developmental model in later life",10.1093/gerona/gls090
2398.pdf,2014-01-01,2398,2398.txt,"Prevalence of alcohol dependence among US adult drinkers, 2009-2011",10.5888/pcd11.140329
2399.pdf,2014-01-01,2399,2399.txt,Altitude may contribute to regional variation in methamphetamine use in the United States: A population database study,10.4306/pi.2014.11.4.430
2400.pdf,2014-01-01,2400,2400.txt,Use and diversion of medical marijuana among adults admitted to inpatient psychiatry,10.3109/00952990.2014.949727
2401.pdf,2014-01-01,2401,2401.txt,Chronicity of posttraumatic stress disorder and risk of disability in older persons,10.1001/jamapsychiatry.2014.5
2403.pdf,2014-01-01,2403,2403.txt,"Social disadvantage, genetic sensitivity, and children's telomere length",10.1073/pnas.1404293111
2404.pdf,2014-01-01,2404,2404.txt,Trade-offs between public and private coverage for low-income children have implications for future policy debates,10.1377/hlthaff.2014.0264
2405.pdf,2014-01-01,2405,2405.txt,Legal cynicism and parental appraisals of adolescent violence,10.1093/bjc/azu027
2406.pdf,2012-01-01,2406,2406.txt,"Prenatal and perinatal predictors of blood pressure at school age in former preterm, low birth weight infants",10.1038/jp.2011.88
2407.pdf,2009-01-01,2407,2407.txt,EFfect of early intervention on 8-year growth status of low-birth-weight preterm infants,10.1001/archpediatrics.2009.192
2408.pdf,2015-01-01,2408,2408.txt,"Psychiatric comorbidity, suicidality, and in-home firearm access among a nationally representative sample of adolescents",10.1001/jamapsychiatry.2014.1760
2410.pdf,2015-01-01,2410,2410.txt,Detrimental for some? Heterogeneous effects of maternal incarceration on child wellbeing,10.1111/1745-9133.12109
2411.pdf,2015-01-01,2411,2411.txt,"Culture, inequality, and health: Evidence from the MIDUS and MIDJA comparison",10.1007/s40167-015-0025-0
2412.pdf,2012-01-01,2412,2412.txt,Prevalencia de Hipercolesterolemia en adultos mayores de Costa Rica,10.15517/psm.v9i2.723
2413.pdf,2015-01-01,2413,2413.txt,Gang reengagement intentions among incarcerated serious juvenile offenders,10.1155/2015/494562
2414.pdf,2013-01-01,2414,2414.txt,Association of sibling aggression with child and adolescent mental health,10.1542/peds.2012-3801
2415.pdf,2012-01-01,2415,2415.txt,Recent victimization exposure and suicidal ideation in adolescents,10.1001/archpediatrics.2012.1549
2416.pdf,2014-01-01,2416,2416.txt,Modeling the transmission of community-associated methicillin-resistant Staphylococcus aureus: A dynamic agent-based simulation,10.1186/1479-5876-12-124
2417.pdf,2008-01-01,2417,2417.txt,Revealing the paradox of drug reward in human evolution,10.1098/rspb.2007.1673
2418.pdf,2012-01-01,2418,2418.txt,Estimating transitional probabilities with cross-sectional data to assess smoking behavior progression: A validation analysis,10.4172/2155-6180.S1-004
2419.pdf,2011-01-01,2419,2419.txt,Systematic review of the epidemiological evidence comparing lung cancer risk in smokers of mentholated and unmentholated cigarettes,10.1186/1471-2466-11-18
2420.pdf,2015-01-01,2420,2420.txt,Sleep and multisystem biological risk: A population-based study,10.1371/journal.pone.0118467
2421.pdf,2015-01-01,2421,2421.txt,"Unequally distributed psychological assets: Are there social disparities in optimism, life satisfaction, and positive affect?",10.1371/journal.pone.0118066
2422.pdf,2015-01-01,2422,2422.txt,Increased death rates of domestic violence victims from arresting vs. warning suspects in the Milwaukee Domestic Violence Experiment (MilDVE),10.1007/s11292-014-9203-x
2423.pdf,2015-01-01,2423,2423.txt,"Olfactory thresholds of the U.S. population of home-dwelling older adults: Development and validation of a short, reliable measure",10.1371/journal.pone.0118589
2424.pdf,2015-01-01,2424,2424.txt,Is cyberbullying a stand alone construct? Using quantitative analysis to evaluate a 21st century social question,10.3390/soc5010171
2425.pdf,2015-01-01,2425,2425.txt,Age differences in emotional well-being vary by temporal recall,10.1093/geronb/gbv011
2426.pdf,2015-01-01,2426,2426.txt,Intergenerational similarities in risk factors for offending,10.1007/s40865-015-0005-2
2427.pdf,2015-01-01,2427,2427.txt,Alcohol use among Adolescent youth: The role of friendship networks and family factors in multiple school studies,10.1371/journal.pone.0119965
2428.pdf,2015-01-01,2428,2428.txt,The role of adolescent nutrition and physical activity in the prediction of verbal intelligence during early adulthood: A genetically informed analysis of twin pairs,10.3390/ijerph120100385
2429.pdf,2015-01-01,2429,2429.txt,How does gender identity affect the relationship between strain and negative emotions?,10.1080/02732173.2014.1000555
2430.pdf,2015-01-01,2430,2430.txt,"American Indians, substance use, and sexual behavior: Do predictors of sexually transmitted infections explain the race gap among young adults?",10.1097/OLQ.0000000000000230
2431.pdf,2014-01-01,2431,2431.txt,"On social and cognitive influences: Relating adolescent networks, generalized expectancies, and adolescent smoking",10.1371/journal.pone.0115668
2432.pdf,2014-01-01,2432,2432.txt,Association between adolescents' physical activity and sedentary behaviors with change in BMI and risk of type 2 diabetes,10.1371/journal.pone.0110732
2433.pdf,2014-01-01,2433,2433.txt,"Accuracy of self-reported versus measured weight over adolescence and young adulthood: Findings from the National Longitudinal Study of Adolescent Health, 1996-2008",10.1093/aje/kwu133
2434.pdf,2014-01-01,2434,2434.txt,Prevalence and correlates of unhealthy weight control behaviors: Findings from the National Longitudinal Study of Adolescent Health,10.1186/2050-2974-2-16
2436.pdf,2014-01-01,2436,2436.txt,Effect of partner violence in adolescence and young adulthood on blood pressure and incident hypertension,10.1371/journal.pone.0092204
2438.pdf,2014-01-01,2438,2438.txt,Sexual orientation disparities in BMI among US adolescents and young adults in three race/ethnicity groups,10.1155/2014/537242
2439.pdf,2014-01-01,2439,2439.txt,Health outcomes in young adults from foster care and economically diverse backgrounds,10.1542/peds.2014-1150
2440.pdf,2014-01-01,2440,2440.txt,A longitudinal study of paternal mental health during transition to fatherhood as young adults,10.1542/peds.2013-3262
2441.pdf,2015-01-01,2441,2441.txt,The prescription opioid and heroin crisis: A public health approach to an epidemic of addiction,10.1146/annurev-publhealth-031914-122957
2442.pdf,2015-01-01,2442,2442.txt,Minding the gap: Elucidating the disconnect between arts participation metrics and arts engagement within immigrant communities,10.1080/09548963.2015.1031477
2443.pdf,2015-01-01,2443,2443.txt,Prevalence and correlates of hashish use in a national sample of high school seniors in the United States,10.3109/00952990.2015.1011745
2445.pdf,2015-01-01,2445,2445.txt,The burden of undiagnosed opioid abuse among commercially insured individuals,10.1111/pme.12768
2446.pdf,2013-01-01,2446,2446.txt,Do positive school experiences and preference for American culture moderate the association between school-based ethnic discrimination and mental health for Filipino American adolescents?,10.4236/psych.2013.411117
2447.pdf,2008-01-01,2447,2447.txt,Children of immigrants in the United States,10.1590/S0103-20702008000100002
2448.pdf,2015-01-01,2448,2448.txt,From parent to child? Transmission of educational attainment within immigrant families: Methodological considerations,10.1007/s13524-015-0376-3
2449.pdf,2014-01-01,2449,2449.txt,Cross-country differences in the association between diabetes and disability,10.1186/2251-6581-13-3
2450.pdf,2014-01-01,2450,2450.txt,Pregnancy scares and subsequent unintended pregnancy,10.4054/DemRes.2014.31.40
2493.pdf,2015-01-01,2493,2493.txt,Parental bereavement and the loss of purpose in life as a function of interdependent self-construal,10.3389/fpsyg.2015.01078
2494.pdf,2015-01-01,2494,2494.txt,Does multi-morbidity mediate the effect of socioeconomics on self-rated health? Cross-country differences,10.4103/2008-7802.164413
2495.pdf,2015-01-01,2495,2495.txt,The association between neuroticism and heart rate variability is not fully explained by cardiovascular disease and depression,10.1371/journal.pone.0125882
2496.pdf,2015-01-01,2496,2496.txt,Correlates of sexual activity and satisfaction in midlife and older women,10.1370/afm.1820
2497.pdf,2015-01-01,2497,2497.txt,The genomic-level heritabilities of preparedness and plasticity in human life history: The strategic differentiation and integration of genetic transmissibilities,10.3389/fpsyg.2015.00422
2498.pdf,2014-01-01,2498,2498.txt,Tobacco direct mail marketing and smoking behaviors in a cohort of adolescents and young adults from the U.S. Upper Midwest: A prospective analysis,10.1093/ntr/ntu013
2499.pdf,2015-01-01,2499,2499.txt,"Nonmedical prescription opioid use and use disorders among adults aged 18 through 64 years in the United States, 2003-2013",10.1001/jama.2015.11859
2500.pdf,2015-01-01,2500,2500.txt,Living arrangements and health of older adults in India,10.1093/geronb/gbu164
2501.pdf,2015-01-01,2501,2501.txt,"Are early-life socioeconomic conditions directly related to birth outcomes? Grandmaternal education, grandchild birth weight, and associated bias analyses",10.1093/aje/kwv148
2502.pdf,2015-01-01,2502,2502.txt,Does prison crowding predict higher rates of substance use related parole violations? A recurrent events multi-level survival analysis,10.1371/journal.pone.0141328
2503.pdf,2015-01-01,2503,2503.txt,Drug-alcohol interactions in older U.S. adults,10.1111/jgs.13787
2504.pdf,2015-01-01,2504,2504.txt,Los modelos mixtos de teoria de respuesta al ítem [The item response theory mixture models],10.15517/ap.v29i119.18728
2505.pdf,2004-01-01,2505,2505.txt,Marital dissolution in Japan: Recent trends and patterns,10.4054/DemRes.2004.11.14
2506.pdf,2015-01-01,2506,2506.txt,"Early-life conditions, rapid demographic changes, and older adult health in the developing world",10.1080/19485565.2015.1047488
2507.pdf,2016-01-01,2507,2507.txt,Combining formal and informal caregiving roles: The psychosocial implications of double-and triple-duty care,10.1093/geronb/gbu139
2508.pdf,2016-01-01,2508,2508.txt,Alcohol and sex: Fiendship networks and co-occurring risky health behaviours of US adolescents,10.1080/02673843.2015.1110954
2509.pdf,2015-01-01,2509,2509.txt,Interaction of smoking and obesity susceptibility loci on adolescent BMI: The National Longitudinal Study of Adolescent to Adult Health,10.1186/s12863-015-0289-6
2510.pdf,2015-01-01,2510,2510.txt,Cumulative exposure to short sleep and body mass outcomes: A prospective study,10.1111/jsr.12327
2511.pdf,2015-01-01,2511,2511.txt,The relationship between access to natural environmental amenities and obesity,10.7759/cureus.377
2512.pdf,2015-01-01,2512,2512.txt,Impact of minimum wage on gender wage gaps in urban China,10.1186/s40175-015-0044-4
2513.pdf,2016-01-01,2513,2513.txt,Disadvantage and discrimination in self-employment: Caste gaps in earnings in Indian small businesses,10.1007/s11187-015-9687-4
2514.pdf,2016-01-01,2514,2514.txt,Integrating nap and night-time sleep into sleep patterns reveals differential links to health-relevant outcomes,10.1111/jsr.12369
2515.pdf,2016-01-01,2515,2515.txt,Lake ice measurements from soil water content reflectometer sensors,10.1002/lom3.10083
2516.pdf,2015-01-01,2516,2516.txt,Using an external exposome framework to examine pregnancy-related morbidities and mortalities: Implications for health disparities research,10.3390/ijerph13010013
2517.pdf,2014-01-01,2517,2517.txt,Randomized controlled trial of mHealth telemonitoring with enhanced caregiver support for diabetes self-management,10.4172/2167-0870.1000194
2518.pdf,2015-01-01,2518,2518.txt,The impact of caregiving on the development of major depressive disorder and generalized anxiety disorder,10.5334/jeps.cn
2519.pdf,2016-01-01,2519,2519.txt,"Ethnic and gender differences in additive effects of socio-economics, psychiatric disorders, and subjective religiosity on suicidal ideation among Blacks",10.4103/2008-7802.158913
2520.pdf,2015-01-01,2520,2520.txt,Patterns of psychiatric medication use among nationally representative long-term cancer survivors and controls,10.1002/cncr.29014
2521.pdf,2015-01-01,2521,2521.txt,Access disparity and health inequality of the elderly: Unmet needs and delayed healthcare,10.3390/ijerph120201745
2522.pdf,2016-01-01,2522,2522.txt,Retail clinics shine a harsh light on the failure of primary care access,10.1007/s11606-015-3555-4
2523.pdf,2015-01-01,2523,2523.txt,The effect of geography and citizen behavior on motor vehicle deaths in the United States,10.1371/journal.pone.0123339
2524.pdf,2016-01-01,2524,2524.txt,Modeling multisystem physiological dysregulation,10.1097/psy.0000000000000288
2525.pdf,2013-01-01,2525,2525.txt,Public health response systems in-action: Learning from local health departments' experiences with acute and emergency incidents,10.1371/journal.pone.0079457
2526.pdf,2008-01-01,2526,2526.txt,Accuracy of self-screening for contraindications to combined oral contraceptive use,10.1097/AOG.0b013e31818345f0
2528.pdf,2015-01-01,2528,2528.txt,The influence of nutritional factors on verbal deficits and psychopathic personality traits: Evidence of the moderating role of the MAOA genotype,10.3390/ijerph121215017
2529.pdf,2015-01-01,2529,2529.txt,Breastfeeding is associated with waist-to-height ratio in young adults,10.1186/s12889-015-2611-7
2530.pdf,2010-01-01,2530,2530.txt,Adult children's problems and successes: Implications for intergenerational ambivalence,10.1093/geronb/gbp125
2531.pdf,2011-01-01,2531,2531.txt,Who gets what and why? Help middle-aged adults provide to parents and grown children,10.1093/geronb/gbq009
2532.pdf,2015-01-01,2532,2532.txt,Visuospatial bootstrapping: Aging and the facilitation of verbal memory by spatial displays,10.1037/arc0000019
2534.pdf,2013-01-01,2534,2534.txt,Overweight Adolescents and Life Events in Childhood,10.1542/peds.2013-1111
2535.pdf,2007-01-01,2535,2535.txt,Measuring green productivity growth for China's manufacturing sectors: 1991-2000,10.1111/j.1467-8381.2007.00265.x
2536.pdf,2015-01-01,2536,2536.txt,"Flavored tobacco product use among us youth aged 12-17 years, 2013-2014",10.1001/jama.2015.13802
2537.pdf,2014-01-01,2537,2537.txt,Local health department billing for clinical services: Findings from the 2014 Forces of Change Survey,10.1097/PHH.0000000000000144
2538.pdf,2014-01-01,2538,2538.txt,The informal labour market in India: Transitory or permanent employment for migrants?,10.1186/2193-9020-3-9
2539.pdf,2014-01-01,2539,2539.txt,Physiological correlates of neurobehavioral disinhibition that relate to drug use and risky sexual behavior in adolescents with prenatal substance exposure,10.1159/000365004
2540.pdf,2014-01-01,2540,2540.txt,A cluster randomized trial of an organizational process improvement intervention for improving the assessment and case planning of offenders: A study protocol,10.1186/2194-7899-2-1
2542.pdf,2004-01-01,2542,2542.txt,The PACARDO Research Project: Youthful drug involvement in Central America and the Dominican Republic,10.1590/S1020-49892004000600006
2543.pdf,2004-01-01,2543,2543.txt,Religiosity and the earliest stages of adolescent drug involvement in seven countries of Latin America,10.1093/aje/kwh151
2544.pdf,2011-01-01,2544,2544.txt,Virtual civil society: The new frontier of social capital?,10.1007/s11109-010-9143-8
2545.pdf,2015-01-01,2545,2545.txt,"Gender, religious identity, and civic engagement among Arab Muslims in the United States",10.1093/socrel/sru042
2547.pdf,2013-01-01,2547,2547.txt,Household preparedness is not enough: The challenges and opportunities in assessing community readiness for disasters,10.1097/PHH.0b013e318294ea11
2548.pdf,2013-01-01,2548,2548.txt,"Positive affect, childhood adversity, and psychopathology in psychiatric inpatients",10.3402/ejpt.v4i0.20771
2549.pdf,2014-01-01,2549,2549.txt,Association between family environment and sexual behaviour of adolescents in Burkina Faso,10.4236/arsci.2014.22005
2550.pdf,2016-01-01,2550,2550.txt,Cohort profile: The Social Environment and Biomarkers of Aging Study (SEBAS) in Taiwan,10.1093/ije/dyu179
2551.pdf,2016-01-01,2551,2551.txt,"Realizing racial and ethnic neighborhood preferences? Exploring the mismatches between what people want, where they search, and where they live",10.1007/s11113-015-9369-6
2552.pdf,2011-01-01,2552,2552.txt,Support to aging parents and grown children in Black and White families,10.1093/geront/gnq114
2553.pdf,2011-01-01,2553,2553.txt,Discrepancies in reports of support exchanges between aging parents and their middle-aged children,10.1093/geronb/gbr029
2554.pdf,2012-01-01,2554,2554.txt,Middle-aged couples exchanges of support with aging parents: Patterns and association with marital satisfaction,10.1159/000324512
2555.pdf,2012-01-01,2555,2555.txt,Only as happy as the least happy child: Multiple grown children's problems and successes and middle-aged parents well-being,10.1093/geronb/gbr086
2558.pdf,2015-01-01,2558,2558.txt,Young adults provision of support to middle-aged parents,10.1093/geronb/gbt108
2559.pdf,2015-01-01,2559,2559.txt,Perceptions of giving support and depressive symptoms in late life,10.1093/geront/gnt210
2560.pdf,2016-01-01,2560,2560.txt,Maternal labor force participation and differences by education in an urban birth cohort study - 1998-2010,10.4054/DemRes.2016.34.14
2561.pdf,2016-01-01,2561,2561.txt,Terms of endearment: An equilibrium model of sex and matching,10.3982/QE429
2563.pdf,2016-01-01,2563,2563.txt,A novel cutoff for the waist-to-height ratio predicting metabolic syndrome in young American adults,10.1186/s12889-016-2964-6
2564.pdf,2016-01-01,2564,2564.txt,Associations of financial stressors and physical intimate partner violence perpetration,10.1186/s40621-016-0069-4
2565.pdf,2016-01-01,2565,2565.txt,Depressive symptoms during adolescence and young adulthood and the development of type 2 diabetes mellitus,10.1093/aje/kwv149
2567.pdf,2015-01-01,2567,2567.txt,Network structure and biased variance estimation in respondent driven sampling,10.1371/journal.pone.0145296
2568.pdf,2016-01-01,2568,2568.txt,Social integration and sleep disturbance: A gene-environment interaction study,10.1525/collabra.29
2569.pdf,2016-01-01,2569,2569.txt,Association between insurance status and mortality in individuals with albuminuria: An observational cohort study,10.1186/s12882-016-0239-1
2570.pdf,2015-01-01,2570,2570.txt,"Don't worry, be happy: Cross-sectional associations between physical activity and happiness in 15 European countries",10.1186/s12889-015-1391-4
2571.pdf,2012-01-01,2571,2571.txt,Reliability and relative validity of a food frequency questionnaire to assess food group intakes in New Zealand adolescents,10.1186/1475-2891-11-65
2572.pdf,2016-01-01,2572,2572.txt,Fear of neighborhood violence during adolescence predicts development of obesity a decade later; gender differences among African Americans,10.5812/atr.31475
2573.pdf,2014-01-01,2573,2573.txt,Assessing what is cultural about Asian Americans' academic advantage,10.1073/pnas.1407309111
2574.pdf,2012-01-01,2574,2574.txt,Data Resource Profile: The World Health Organization Study on Global AGEing and Adult Health (SAGE),10.1093/ije/dys210
2575.pdf,2015-01-01,2575,2575.txt,Gender and racial disparities in life-space constriction among Older Adults,10.1093/geront/gnv061
2576.pdf,2016-01-01,2576,2576.txt,Attractiveness compensates for low status background in the prediction of educational attainment,10.1371/journal.pone.0155313
2577.pdf,2016-01-01,2577,2577.txt,"Depression, stressful life events, and the impact of variation in the serotonin transporter: Findings from the National Longitudinal Study of Adolescent to Adult Health (Add Health)",10.1371/journal.pone.0148373
2578.pdf,2016-01-01,2578,2578.txt,The functions and longitudinal outcomes of adolescents naturally occurring mentorships,10.1002/ajcp.12031
2579.pdf,2016-01-01,2579,2579.txt,Factors associated with cognitive function in older adults in Mexico,10.3402/gha.v9.30747
2580.pdf,2016-01-01,2580,2580.txt,Inequality in disability-free life expectancies among older men and women in six countries with developing economies,10.1136/jech-2015-206640
2585.pdf,2016-01-01,2585,2585.txt,Discordant reporting of nonmedical opioid use in a nationally representative sample of US high school seniors,10.1080/00952990.2016.1178269
2586.pdf,2011-01-01,2586,2586.txt,"Racial/ethnic and gender differences among older adults in nonmonogamous partnerships, time spent single, and HIV testing",10.1097/OLQ.0b013e31822e614b
2587.pdf,2016-01-01,2587,2587.txt,The influence of childhood welfare participation on adulthood substance use: Evidence from the National Longitudinal Study of Adolescent to Adult Health,10.1080/00952990.2016.1176176
2588.pdf,2014-01-01,2588,2588.txt,"Do productive activities reduce inflammation in later life? Multiple roles, frequency of activities, and C-reactive protein.",10.1093/geront/gnt090
2589.pdf,2015-01-01,2589,2589.txt,Insomnia symptoms and actigraph-estimated sleep characteristics in a nationally representative sample of older adults,10.1093/gerona/glu144
2590.pdf,2010-01-01,2590,2590.txt,"Sexuality among middle-aged and older adults with diagnosed and undiagnosed diabetes: A national, population-based study",10.2337/dc10-0524
2592.pdf,2014-01-01,2592,2592.txt,Implications of marital/partner relationship quality and perceived stress for blood pressure among older adults,10.1093/geronb/gbs123
2594.pdf,2012-01-01,2594,2594.txt,"The social patterns of a biological risk factor for disease: Race, gender, socioeconomic position, and C-reactive protein",10.1093/geronb/gbs048
2595.pdf,2015-01-01,2595,2595.txt,Race and justice system attitude formation during the transition to adulthood,10.1007/s40865-015-0021-2
2596.pdf,2011-01-01,2596,2596.txt,Small And medium-size physician practices use few patient-centered medical home processes,10.1377/hlthaff.2010.1210
2597.pdf,2013-01-01,2597,2597.txt,Independent practice associations and physician-hospital organizations can improve care management for smaller practices,10.1377/hlthaff.2013.0205
2598.pdf,2014-01-01,2598,2598.txt,Small primary care physician practices have low rates of preventable hospital admissions,10.1377/hlthaff.2014.0434
2599.pdf,2015-01-01,2599,2599.txt,Your face is your fortune: Does adolescent attractiveness predict intimate relationships later in life?,10.1093/geronb/gbv112
2600.pdf,2016-01-01,2600,2600.txt,Mediation analysis of relationships between chronic inflammation and quality of life in older adults,10.1186/s12955-016-0452-4
2601.pdf,2016-01-01,2601,2601.txt,Gender difference in health-care expenditure: Evidence from India Human Development Survey,10.1371/journal.pone.0158332
2602.pdf,2016-01-01,2602,2602.txt,"Changes in prescription and over-the-counter medication and dietary supplement use among older adults in the United States, 2005 versus 2011",10.1001/jamainternmed.2015.8581
2603.pdf,2015-01-01,2603,2603.txt,Developmental changes in genetic and shared environmental contributions to smoking initiation and subsequent smoking quantity in adolescence and young adulthood,10.1017/thg.2015.48
2604.pdf,2006-01-01,2604,2604.txt,Stimulant medications and attention deficit-hyperactivity disorder,10.1056/NEJMc060860
2605.pdf,2015-01-01,2605,2605.txt,Teen alcohol use and social networks: The contributions of friend influence and friendship selection,10.4172/2329-6488.1000224
2606.pdf,2015-01-01,2606,2606.txt,US adolescents' friendship networks and health risk behaviors: A systematic review of studies using social network analysis and Add Health data,10.7717/peerj.1052
2607.pdf,2010-01-01,2607,2607.txt,Adverse events from cough and cold medications after a market withdrawal of infant products,10.1542/peds.2010-1839
2608.pdf,1998-01-01,2608,2608.txt,Prechallenge antibodies moderate disease expression in adults experimentally exposed to rhinovirus strain hanks,10.1086/514634
2609.pdf,2016-01-01,2609,2609.txt,Social relationships and physiological determinants of longevity across the human life span,10.1073/pnas.1511085112
2610.pdf,2011-01-01,2610,2610.txt,Low socioeconomic status and body mass index as risk factors for inflammation in older adults: conjoint influence on C-reactive protein?,10.1093/gerona/glr009
2611.pdf,2011-01-01,2611,2611.txt,When a partner has a sexual problem: Gendered implications for psychological well-being in later life,10.1093/geronb/gbr102
2612.pdf,2012-01-01,2612,2612.txt,Diabetes differentially affects depression and self-rated health by age in the U.S.,10.2337/dc11-2266
2613.pdf,2009-01-01,2613,2613.txt,Sleep habits and susceptibility to the common cold,10.1001/archinternmed.2008.505
2614.pdf,2010-01-01,2614,2614.txt,"The IL-6 (-174, C/C) genotype predicts greater rhinovirus illness",10.1086/649559
2616.pdf,2015-01-01,2616,2616.txt,Behaviorally assessed sleep and susceptibility to the common cold,10.5665/sleep.4968
2617.pdf,2012-01-01,2617,2617.txt,"Chronic stress, glucocorticoid receptor resistance, inflammation, and disease risk",10.1073/pnas.1118355109
2619.pdf,2016-01-01,2619,2619.txt,"Population growth, migration, and changes in the racial differential in imprisonment in the United States, 1940 - 1980",10.3390/socsci5030032
2620.pdf,2016-01-01,2620,2620.txt,Fathers' investments of money and time across residential contexts,10.1111/jomf.12324
2621.pdf,2016-01-01,2621,2621.txt,"Disorganization, COMT, and children's social behavior: The Norwegian hypothesis of legacy of disorganized attachment",10.3389/fpsyg.2016.01013
2622.pdf,2016-01-01,2622,2622.txt,Determinants of the wage gap between migrants and local urban residents in China: 2002-2013,10.4236/me.2016.77081
2623.pdf,2010-01-01,2623,2623.txt,Who should care for our kids? The effects of infant child care on early child development,10.1080/10796120903575085
2625.pdf,2016-01-01,2625,2625.txt,Federally-assisted healthcare coverage among male state prisoners with chronic health problems,10.1371/journal.pone.0160085
2626.pdf,2016-01-01,2626,2626.txt,Estimating the private economic benefits of sons versus daughters in India,10.1080/13545701.2016.1195004
2627.pdf,2016-01-01,2627,2627.txt,The dynamics of neighborhood structural conditions: the effects of concentrated disadvantage on homicide over time and space,10.1111/cico.12152
2628.pdf,2015-01-01,2628,2628.txt,Trajectories of Body Mass Index and their associations with mortality among older Japanese: Do they differ from those of Western populations?,10.1093/aje/kwv107
2629.pdf,2016-01-01,2629,2629.txt,Predictability of frailty index and its components on mortality in older adults in China,10.1186/s12877-016-0317-z
2630.pdf,2016-01-01,2630,2630.txt,Assessing sensitivity to unmeasured confounding using a simulated potential confounder,10.1080/19345747.2015.1078862
